<Simple_Pointer: void test(int)>/if/0	new_var_2	new_var_15	<Simple_Pointer: void test(int)>
<Simple_Pointer: void morePlay(Cat)>/if/0	new_var_13	new_var_17	<Simple_Pointer: void morePlay(Cat)>
