<Simple_Pointer: void test(int)>/if/0	1	<Simple_Pointer: void test(int)>/l#_0
<Simple_Pointer: void morePlay(Cat)>/if/0	1	new_var_10
<Simple_Pointer: void morePlay(Cat)>/if/0	2	new_var_11
