<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/9	23	new_var_5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant4	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	1
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/assign/3	new_var_7	new_var_1	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/i#_226	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	1
<simplejavacalculator.UI: void init()>/assign/10	229	new_var_4	<simplejavacalculator.UI: void init()>/i_$$A_3#_197	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/11	28	new_var_6	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant5	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/5	13	new_var_0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant2	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/3	new_var_8	new_var_4	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant1	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.UI: void init()>/fresh-null-assign/5	16	new_var_7	<simplejavacalculator.UI: void init()>/$numconstant4	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/11	28	new_var_6	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	1
<simplejavacalculator.UI: void init()>/fresh-null-assign/6	26	new_var_1	<simplejavacalculator.UI: void init()>/$numconstant5	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/3	new_var_8	new_var_4	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant1	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/5	13	new_var_0	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant2	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/14	84	new_var_1	<simplejavacalculator.UI: void <init>()>/$numconstant1	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/19	95	new_var_4	<simplejavacalculator.UI: void <init>()>/$numconstant5	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/13	39	new_var_4	<simplejavacalculator.UI: void <init>()>/$numconstant0	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/16	89	new_var_4	<simplejavacalculator.UI: void <init>()>/$numconstant3	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/7	18	new_var_7	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant3	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	1
<simplejavacalculator.UI: void init()>/fresh-null-assign/1	new_var_5	450	<simplejavacalculator.UI: void init()>/$numconstant1	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.UI: void <init>()>/assign/28	100	new_var_1	<simplejavacalculator.UI: void <init>()>/i#_89	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.Calculator: java.lang.Double reset()>/fresh-null-assign/1	new_var_6	0.0	<simplejavacalculator.Calculator: java.lang.Double reset()>/$numconstant1	<simplejavacalculator.Calculator: java.lang.Double reset()>	1
<simplejavacalculator.UI: void init()>/fresh-null-assign/2	new_var_9	new_var_4	<simplejavacalculator.UI: void init()>/$numconstant2	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.UI: void init()>/fresh-null-assign/4	13	new_var_1	<simplejavacalculator.UI: void init()>/$numconstant3	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.Calculator: java.lang.Double reset()>/fresh-null-assign/0	new_var_0	0.0	<simplejavacalculator.Calculator: java.lang.Double reset()>/$numconstant0	<simplejavacalculator.Calculator: java.lang.Double reset()>	1
<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/fresh-null-assign/0	new_var_9	0.0	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/$numconstant0	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>	1
<simplejavacalculator.UI: void init()>/fresh-null-assign/0	new_var_7	450	<simplejavacalculator.UI: void init()>/$numconstant0	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/1	new_var_7	new_var_1	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant0	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/17	43	new_var_8	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant8	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/9	23	new_var_5	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant4	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/7	18	new_var_7	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant3	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/15	38	new_var_9	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant7	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	1
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/11	96	24	<simplejavacalculator.UI: void <init>()>/$numconstant6	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.UI: void init()>/assign/2	27	new_var_1	<simplejavacalculator.UI: void init()>/i#_126	<simplejavacalculator.UI: void init()>	1
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/15	85	18	<simplejavacalculator.UI: void <init>()>/$numconstant2	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/1	new_var_7	new_var_1	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	1
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/18	90	30	<simplejavacalculator.UI: void <init>()>/$numconstant4	<simplejavacalculator.UI: void <init>()>	1
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/7	18	3	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant3	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	10
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/14	89	18	<simplejavacalculator.UI: void <init>()>/$numconstant2	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/15	93	1	<simplejavacalculator.UI: void <init>()>/$numconstant3	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/11	28	5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant5	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/3	8	1	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant1	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/11	28	5	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant5	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.UI: void init()>/fresh-null-assign/1	4	450	<simplejavacalculator.UI: void init()>/$numconstant1	<simplejavacalculator.UI: void init()>	10
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/13	88	0	<simplejavacalculator.UI: void <init>()>/$numconstant1	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/5	13	2	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant2	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/3	8	1	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant1	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/17	43	8	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant8	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/5	13	2	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant2	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/9	23	4	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant4	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/9	23	4	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant4	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/19	100	24	<simplejavacalculator.UI: void <init>()>/$numconstant6	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.UI: void init()>/fresh-null-assign/4	13	0	<simplejavacalculator.UI: void init()>/$numconstant3	<simplejavacalculator.UI: void init()>	10
<simplejavacalculator.UI: void <init>()>/assign/28	104	0	<simplejavacalculator.UI: void <init>()>/i#_89	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.UI: void init()>/fresh-null-assign/5	16	3	<simplejavacalculator.UI: void init()>/$numconstant4	<simplejavacalculator.UI: void init()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/13	33	6	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant6	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/18	99	1	<simplejavacalculator.UI: void <init>()>/$numconstant5	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/fresh-null-assign/1	3	0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>/$numconstant0	<simplejavacalculator.Calculator$BiOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator: java.lang.Double reset()>/fresh-null-assign/0	2	0.0	<simplejavacalculator.Calculator: java.lang.Double reset()>/$numconstant0	<simplejavacalculator.Calculator: java.lang.Double reset()>	10
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/11	43	1	<simplejavacalculator.UI: void <init>()>/$numconstant0	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.UI: void <init>()>/fresh-null-assign/16	94	30	<simplejavacalculator.UI: void <init>()>/$numconstant4	<simplejavacalculator.UI: void <init>()>	10
<simplejavacalculator.UI: void init()>/assign/2	27	0	<simplejavacalculator.UI: void init()>/i#_126	<simplejavacalculator.UI: void init()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/15	38	7	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant7	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/assign/3	3	0	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>/i#_226	<simplejavacalculator.UI: void actionPerformed(java.awt.event.ActionEvent)>	10
<simplejavacalculator.Calculator: java.lang.Double reset()>/fresh-null-assign/1	5	0.0	<simplejavacalculator.Calculator: java.lang.Double reset()>/$numconstant1	<simplejavacalculator.Calculator: java.lang.Double reset()>	10
<simplejavacalculator.UI: void init()>/fresh-null-assign/2	7	1	<simplejavacalculator.UI: void init()>/$numconstant2	<simplejavacalculator.UI: void init()>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/1	3	0	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant0	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/fresh-null-assign/0	7	0.0	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>/$numconstant0	<simplejavacalculator.Calculator: java.lang.Double calculateBi(simplejavacalculator.Calculator$BiOperatorModes,java.lang.Double)>	10
<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/fresh-null-assign/7	18	3	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>/$numconstant3	<simplejavacalculator.Calculator$MonoOperatorModes: void <clinit>()>	10
<simplejavacalculator.UI: void init()>/assign/10	229	1	<simplejavacalculator.UI: void init()>/i_$$A_3#_197	<simplejavacalculator.UI: void init()>	10
<simplejavacalculator.UI: void init()>/fresh-null-assign/0	3	450	<simplejavacalculator.UI: void init()>/$numconstant0	<simplejavacalculator.UI: void init()>	10
<simplejavacalculator.UI: void init()>/fresh-null-assign/6	26	0	<simplejavacalculator.UI: void init()>/$numconstant5	<simplejavacalculator.UI: void init()>	10
