<simplejavacalculator.UI: void parsetoBinary()>/catch java.lang.NumberFormatException/0	<simplejavacalculator.UI: void parsetoBinary()>	14	java.lang.NumberFormatException	new_var_4	13	1
<simplejavacalculator.SimpleJavaCalculator: void main(java.lang.String[])>/catch java.lang.Exception/0	<simplejavacalculator.SimpleJavaCalculator: void main(java.lang.String[])>	5	java.lang.Exception	1	4	10
<simplejavacalculator.UI: void parsetoBinary()>/catch java.lang.NumberFormatException/0	<simplejavacalculator.UI: void parsetoBinary()>	14	java.lang.NumberFormatException	1	13	10
