<org.springframework.boot.loader.nio.file.NestedByteChannel$Resources: org.springframework.boot.loader.zip.ZipContent zipContent>	org.springframework.boot.loader.nio.file.NestedByteChannel$Resources	zipContent	org.springframework.boot.loader.zip.ZipContent
<org.springframework.boot.loader.nio.file.NestedByteChannel$Resources: org.springframework.boot.loader.zip.CloseableDataBlock data>	org.springframework.boot.loader.nio.file.NestedByteChannel$Resources	data	org.springframework.boot.loader.zip.CloseableDataBlock
<org.springframework.boot.loader.zip.ZipContent$Kind: org.springframework.boot.loader.zip.ZipContent$Kind ZIP>	org.springframework.boot.loader.zip.ZipContent$Kind	ZIP	org.springframework.boot.loader.zip.ZipContent$Kind
<org.springframework.boot.loader.zip.ZipContent$Kind: org.springframework.boot.loader.zip.ZipContent$Kind NESTED_ZIP>	org.springframework.boot.loader.zip.ZipContent$Kind	NESTED_ZIP	org.springframework.boot.loader.zip.ZipContent$Kind
<org.springframework.boot.loader.zip.ZipContent$Kind: org.springframework.boot.loader.zip.ZipContent$Kind NESTED_DIRECTORY>	org.springframework.boot.loader.zip.ZipContent$Kind	NESTED_DIRECTORY	org.springframework.boot.loader.zip.ZipContent$Kind
<org.springframework.boot.loader.zip.ZipContent$Kind: org.springframework.boot.loader.zip.ZipContent$Kind[] $VALUES>	org.springframework.boot.loader.zip.ZipContent$Kind	$VALUES	org.springframework.boot.loader.zip.ZipContent$Kind[]
<org.springframework.boot.loader.zip.ZipContent$Kind: org.springframework.boot.loader.zip.ZipContent$Kind[] $VALUES>	org.springframework.boot.loader.zip.ZipContent$Kind	$VALUES	org.springframework.boot.loader.zip.ZipContent$Kind[]
<org.springframework.boot.loader.nio.file.NestedByteChannel$Resources: org.springframework.boot.loader.zip.ZipContent zipContent>	org.springframework.boot.loader.nio.file.NestedByteChannel$Resources	zipContent	org.springframework.boot.loader.zip.ZipContent
<org.springframework.boot.loader.nio.file.NestedByteChannel$Resources: org.springframework.boot.loader.zip.ZipContent zipContent>	org.springframework.boot.loader.nio.file.NestedByteChannel$Resources	zipContent	org.springframework.boot.loader.zip.ZipContent
<org.springframework.boot.loader.nio.file.NestedByteChannel$Resources: org.springframework.boot.loader.zip.CloseableDataBlock data>	org.springframework.boot.loader.nio.file.NestedByteChannel$Resources	data	org.springframework.boot.loader.zip.CloseableDataBlock
<org.springframework.boot.loader.nio.file.NestedByteChannel$Resources: org.springframework.boot.loader.zip.CloseableDataBlock data>	org.springframework.boot.loader.nio.file.NestedByteChannel$Resources	data	org.springframework.boot.loader.zip.CloseableDataBlock
