<Simple_Pointer: void test(int)>/if/0	new_var_15	new_var_34	<Simple_Pointer: void test(int)>
<Simple_Pointer: void morePlay(Cat)>/if/0	new_var_32	new_var_36	<Simple_Pointer: void morePlay(Cat)>
