,corr_pair,corr_metrics,CodeBertsim,CodeBertfake_pair,CodeBertfake_sim,ISUB StringMatchersim,ISUB StringMatcherfake_pair,ISUB StringMatcherfake_sim,Levenshtein Similaritysim,Levenshtein Similarityfake_pair,Levenshtein Similarityfake_sim,JaroWinklersim,JaroWinklerfake_pair,JaroWinklerfake_sim
1503,"('IDENTIFIER105_tree', 'IDENTIFIER107_tree')",4,tensor(0.9998),,,0.9618682021753039,,,0.9444444444444444,,,0.9876543209876543,,
1504,"('IDENTIFIER106', 'IDENTIFIER109')",4,tensor(0.9998),,,0.9448694931639277,,,0.9230769230769231,,,0.9960552268244576,,
1505,"('IDENTIFIER106_tree', 'IDENTIFIER109_tree')",4,tensor(0.9999),,,0.9618682021753039,,,0.9444444444444444,,,0.9876543209876543,,
1506,"('IDENTIFIER109', 'IDENTIFIER113')",4,tensor(0.9998),,,0.8745248118382447,,,0.8461538461538461,,,0.9842209072978304,,
1507,"('IDENTIFIER109_tree', 'IDENTIFIER113_tree')",4,tensor(0.9999),,,0.9152827918170878,,,0.8888888888888888,,,0.9711934156378601,,
1508,"('IDENTIFIER113', 'IDENTIFIER124')",4,tensor(0.9999),,,0.8745248118382447,,,0.8461538461538461,,,0.9842209072978304,,
1509,"('IDENTIFIER113_tree', 'IDENTIFIER124_tree')",4,tensor(0.9998),,,0.9152827918170878,,,0.8888888888888888,,,0.9711934156378601,,
1510,"('IDENTIFIER124', 'IDENTIFIER127')",4,tensor(0.9997),,,0.9448694931639277,,,0.9230769230769231,,,0.9960552268244576,,
1511,"('IDENTIFIER124_tree', 'IDENTIFIER127_tree')",4,tensor(0.9997),,,0.9618682021753039,,,0.9444444444444444,,,0.9876543209876543,,
1512,"('IDENTIFIER127', 'IDENTIFIER128')",4,tensor(0.9998),,,0.9448694931639277,,,0.9230769230769231,,,0.9960552268244576,,
1513,"('IDENTIFIER127_tree', 'IDENTIFIER128_tree')",4,tensor(0.9996),,,0.9618682021753039,,,0.9444444444444444,,,0.9876543209876543,,
1514,"('IDENTIFIER15', 'IDENTIFIER19')",4,tensor(0.9998),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1515,"('IDENTIFIER15_tree', 'IDENTIFIER19_tree')",4,tensor(0.9999),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1516,"('IDENTIFIER19', 'IDENTIFIER20')",4,tensor(0.9998),,,0.8615384615384616,,,0.8333333333333334,,,0.9814814814814815,,
1517,"('IDENTIFIER19_tree', 'IDENTIFIER20_tree')",4,tensor(0.9998),,,0.9093112621933196,,,0.8823529411764706,,,0.9677047289504037,,
1518,"('IDENTIFIER37', 'IDENTIFIER47')",4,tensor(0.9995),,,0.9395397489539749,,,0.9166666666666666,,,0.9907407407407407,,
1519,"('IDENTIFIER37_tree', 'IDENTIFIER47_tree')",4,tensor(0.9998),,,0.9593468255469391,,,0.9411764705882353,,,0.9838523644752019,,
1520,"('IDENTIFIER47', 'IDENTIFIER39')",4,tensor(0.9997),,,0.8615384615384616,,,0.8333333333333334,,,0.9814814814814815,,
1521,"('IDENTIFIER47_tree', 'IDENTIFIER39_tree')",4,tensor(0.9998),,,0.9093112621933196,,,0.8823529411764706,,,0.9677047289504037,,
1522,"('IDENTIFIER54', 'IDENTIFIER55')",4,tensor(0.9998),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1523,"('IDENTIFIER54_tree', 'IDENTIFIER55_tree')",4,tensor(0.9998),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1524,"('IDENTIFIER55', 'IDENTIFIER57')",4,tensor(0.9997),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1525,"('IDENTIFIER55_tree', 'IDENTIFIER57_tree')",4,tensor(0.9998),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1526,"('IDENTIFIER57', 'IDENTIFIER61')",4,tensor(0.9997),,,0.8615384615384616,,,0.8333333333333334,,,0.9814814814814815,,
1527,"('IDENTIFIER57_tree', 'IDENTIFIER61_tree')",4,tensor(0.9998),,,0.9093112621933196,,,0.8823529411764706,,,0.9677047289504037,,
1528,"('IDENTIFIER59', 'IDENTIFIER66')",4,tensor(0.9996),,,0.8615384615384616,,,0.8333333333333334,,,0.9814814814814815,,
1529,"('IDENTIFIER59_tree', 'IDENTIFIER66_tree')",4,tensor(0.9998),,,0.9093112621933196,,,0.8823529411764706,,,0.9677047289504037,,
1530,"('IDENTIFIER61', 'IDENTIFIER64')",4,tensor(0.9995),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1531,"('IDENTIFIER61_tree', 'IDENTIFIER64_tree')",4,tensor(0.9998),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1532,"('IDENTIFIER64', 'IDENTIFIER59')",4,tensor(0.9996),,,0.8615384615384616,,,0.8333333333333334,,,0.9814814814814815,,
1533,"('IDENTIFIER64_tree', 'IDENTIFIER59_tree')",4,tensor(0.9995),,,0.9093112621933196,,,0.8823529411764706,,,0.9677047289504037,,
1534,"('IDENTIFIER66', 'IDENTIFIER80')",4,tensor(0.9994),,,0.8615384615384616,,,0.8333333333333334,,,0.9814814814814815,,
1535,"('IDENTIFIER66_tree', 'IDENTIFIER80_tree')",4,tensor(0.9997),,,0.9093112621933196,,,0.8823529411764706,,,0.9677047289504037,,
1536,"('IDENTIFIER80', 'IDENTIFIER73')",4,tensor(0.9996),,,0.8615384615384616,,,0.8333333333333334,,,0.9814814814814815,,
1537,"('IDENTIFIER80_tree', 'IDENTIFIER73_tree')",4,tensor(0.9999),,,0.9093112621933196,,,0.8823529411764706,,,0.9677047289504037,,
1538,"('IDENTIFIER81', 'IDENTIFIER82')",4,tensor(0.9999),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1539,"('IDENTIFIER81_tree', 'IDENTIFIER82_tree')",4,tensor(0.9999),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1540,"('IDENTIFIER82', 'IDENTIFIER88')",4,tensor(0.9995),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1541,"('IDENTIFIER82_tree', 'IDENTIFIER88_tree')",4,tensor(0.9998),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1542,"('IDENTIFIER88', 'IDENTIFIER89')",4,tensor(0.9998),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1543,"('IDENTIFIER88_tree', 'IDENTIFIER89_tree')",4,tensor(0.9998),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1544,"('IDENTIFIER89', 'IDENTIFIER97')",4,tensor(0.9997),,,0.9395397489539749,,,0.8333333333333334,,,0.9907407407407407,,
1545,"('IDENTIFIER89_tree', 'IDENTIFIER97_tree')",4,tensor(0.9997),,,0.9593468255469391,,,0.8823529411764706,,,0.9838523644752019,,
1546,"('IDENTIFIER91', 'NUMBER96')",2,tensor(0.9992),,,0.04285714285714293,"('IDENTIFIER91', 'G_INT81')",0.11177428106348342,0.33333333333333337,,,0.5277777777777778,"('IDENTIFIER91', 'G_INT81')",0.6349206349206349
1547,"('IDENTIFIER91_tree', 'NUMBER96_tree')",4,tensor(0.9995),,,0.4303287380699894,,,0.5294117647058824,,,0.5924250041897101,,
1548,"('IDENTIFIER97', 'IDENTIFIER99')",4,tensor(0.9997),,,0.9395397489539749,,,0.9166666666666666,,,0.9953703703703703,,
1549,"('IDENTIFIER97_tree', 'IDENTIFIER99_tree')",4,tensor(0.9997),,,0.9593468255469391,,,0.9411764705882353,,,0.986159169550173,,
1550,"('IDENTIFIER99', 'IDENTIFIER100')",4,tensor(0.9998),,,0.8282758620689655,,,0.7692307692307692,,,0.9694280078895463,,
1551,"('IDENTIFIER99_tree', 'IDENTIFIER100_tree')",4,tensor(0.9996),,,0.8865079365079365,,,0.8333333333333334,,,0.9578794480755265,,
1552,"('IF29', 'IF30')",4,tensor(0.9998),,,0.3222222222222222,,,0.5,,,0.6666666666666666,,
1553,"('IF29_tree', 'IF30_tree')",3,tensor(0.9994),"('IF29_tree', 'NOT84_tree')",tensor(0.9996),0.7570756424176619,,,0.7777777777777778,,,0.8814814814814814,,
1554,"('IF30', 'IF31')",4,tensor(0.9997),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1555,"('IF30_tree', 'IF31_tree')",4,tensor(0.9996),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1556,"('IF31', 'IF33')",4,tensor(0.9994),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1557,"('IF31_tree', 'IF33_tree')",4,tensor(0.9999),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1558,"('IF33', 'IF34')",4,tensor(0.9997),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1559,"('IF33_tree', 'IF34_tree')",4,tensor(0.9999),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1560,"('IF34', 'IF37')",4,tensor(0.9999),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1561,"('IF34_tree', 'IF37_tree')",4,tensor(1.0000),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1562,"('IF37', 'IF39')",4,tensor(0.9998),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1563,"('IF37_tree', 'IF39_tree')",4,tensor(0.9999),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1564,"('IF39', 'IF41')",3,tensor(0.9994),,,0.3222222222222222,,,0.5,,,0.6666666666666666,"('IF39', 'info')",0.6666666666666666
1565,"('IF39_tree', 'IF41_tree')",4,tensor(0.9999),,,0.7570756424176619,,,0.7777777777777778,,,0.8814814814814814,,
1566,"('IF41', 'IF51')",4,tensor(0.9997),,,0.7193548387096774,,,0.75,,,0.8666666666666667,,
1567,"('IF41_tree', 'IF51_tree')",4,tensor(0.9997),,,0.8930605695948656,,,0.8888888888888888,,,0.9407407407407408,,
1568,"('IF51', 'IF43')",3,tensor(0.9990),"('CARAT75_tree', 'IF43')",tensor(0.9991),0.3222222222222222,,,0.5,,,0.6666666666666666,,
1569,"('IF51_tree', 'IF43_tree')",4,tensor(0.9998),,,0.7570756424176619,,,0.7777777777777778,,,0.8814814814814814,,
1570,"('IF77', 'IF84')",4,tensor(0.9996),,,0.3222222222222222,,,0.5,,,0.6666666666666666,,
1571,"('IF77_tree', 'IF84_tree')",4,tensor(0.9999),,,0.7570756424176619,,,0.7777777777777778,,,0.8814814814814814,,
1572,"('IF84', 'IF87')",4,tensor(0.9998),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1573,"('IF84_tree', 'IF87_tree')",4,tensor(0.9999),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1574,"('IF87', 'IF97')",4,tensor(0.9999),,,0.7193548387096774,,,0.75,,,0.8666666666666667,,
1575,"('IF87_tree', 'IF97_tree')",4,tensor(0.9999),,,0.8930605695948656,,,0.8888888888888888,,,0.9407407407407408,,
1576,"('IF97', 'IF98')",4,tensor(0.9996),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1577,"('IF97_tree', 'IF98_tree')",4,tensor(0.9999),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1578,"('IGSet', 'events')",2,tensor(0.9991),,,-0.49385749385749395,"('UTransposedTimesSigmaInv', 'events')",-0.4846441947565543,0.16666666666666663,"('TERM_TRUNCATED60', 'events')",0.1875,0.5777777777777778,,
1579,"('IMPORT66', 'IMPORT73')",4,tensor(0.9995),,,0.7693548387096774,,,0.75,,,0.9333333333333333,,
1580,"('IMPORT66_tree', 'IMPORT73_tree')",4,tensor(0.9999),,,0.8745248118382447,,,0.8461538461538461,,,0.9447731755424064,,
1581,"('IMPORT73', 'IMPORT76')",4,tensor(0.9997),,,0.9024774774774775,,,0.875,,,0.975,,
1582,"('IMPORT73_tree', 'IMPORT76_tree')",4,tensor(1.0000),,,0.9448694931639277,,,0.9230769230769231,,,0.9763313609467456,,
1583,"('IMPORT76', 'IMPORT86')",4,tensor(0.9991),,,0.9024774774774775,,,0.875,,,0.9666666666666667,,
1584,"('IMPORT76_tree', 'IMPORT86_tree')",4,tensor(0.9997),,,0.9448694931639277,,,0.9230769230769231,,,0.9723865877712032,,
1585,"('IMPORT86', 'IMPORT87')",4,tensor(0.9991),,,0.9024774774774775,,,0.875,,,0.975,,
1586,"('IMPORT86_tree', 'IMPORT87_tree')",4,tensor(0.9997),,,0.9448694931639277,,,0.9230769230769231,,,0.9763313609467456,,
1587,"('IMPORT87', 'METHOD_START25')",1,tensor(0.9977),"('alt26', 'METHOD_START25')",tensor(0.9978),-0.015151515151515138,,,0.2142857142857143,"('_elementRef', 'METHOD_START25')",0.2142857142857143,0.5119047619047619,"('_elementRef', 'METHOD_START25')",0.5372294372294372
1588,"('IMPORT87_tree', 'METHOD_START25_tree')",0,tensor(0.9983),"('IMPORT87_tree', 'PATH23_tree')",tensor(0.9991),0.3761067101584343,"('IMPORT87_tree', 'PATH23_tree')",0.38884386817936256,0.42105263157894735,"('IMPORT87_tree', 'PATH23_tree')",0.46153846153846156,0.6479232268705952,"('IMPORT87_tree', 'atom87')",0.6726495726495726
1589,"('IN114', 'IN115')",4,tensor(0.9997),,,0.826236559139785,,,0.8,,,0.92,,
1590,"('IN114_tree', 'IN115_tree')",4,tensor(0.9998),,,0.9252071005917161,,,0.9,,,0.96,,
1591,"('IN115_tree', 'DOT95_tree')",0,tensor(0.9992),"('DDOT125_tree', 'DOT95_tree')",tensor(0.9998),0.41308411214953267,"('DDOT125_tree', 'DOT95_tree')",0.7839352428393525,0.6,"('DDOT125_tree', 'DOT95_tree')",0.75,0.6777777777777777,"('DDOT125_tree', 'DOT95_tree')",0.8930555555555555
1592,"('IN85', 'IN92')",4,tensor(0.9998),,,0.3222222222222222,,,0.5,,,0.6666666666666666,,
1593,"('IN85_tree', 'IN92_tree')",4,tensor(0.9998),,,0.7570756424176619,,,0.7777777777777778,,,0.8814814814814814,,
1594,"('IN92', 'IN95')",4,tensor(0.9997),,,0.7443548387096774,,,0.75,,,0.8833333333333334,,
1595,"('IN92_tree', 'IN95_tree')",4,tensor(0.9998),,,0.9041716807059766,,,0.8888888888888888,,,0.9481481481481482,,
1596,"('IN95', 'IN114')",2,tensor(0.9995),,,0.22946859903381644,,,0.4,"('IN95', 'alt95')",0.4,0.6333333333333333,"('LA132_14', 'IN114')",0.6583333333333333
1597,"('IN95_tree', 'IN114_tree')",4,tensor(0.9996),,,0.7042464114832536,,,0.7,,,0.8607407407407408,,
1598,"('INCLUDE16', 'INCLUDE17')",4,tensor(0.9995),,,0.9152827918170878,,,0.8888888888888888,,,0.9851851851851852,,
1599,"('INCLUDE16', 'INCLUDE23')",4,tensor(0.9995),,,0.8015200868621064,,,0.7777777777777778,,,0.9555555555555555,,
1600,"('INCLUDE16_tree', 'INCLUDE17_tree')",4,tensor(0.9998),,,0.9493546951490878,,,0.9285714285714286,,,0.9795918367346939,,
1601,"('INCLUDE16_tree', 'INCLUDE23_tree')",4,tensor(0.9998),,,0.885383980181668,,,0.8571428571428572,,,0.9523809523809523,,
1602,"('INCLUDE17', 'INCLUDE18')",4,tensor(0.9992),,,0.9152827918170878,,,0.8888888888888888,,,0.9851851851851852,,
1603,"('INCLUDE17_tree', 'INCLUDE18_tree')",4,tensor(0.9999),,,0.9493546951490878,,,0.9285714285714286,,,0.9795918367346939,,
1604,"('INCLUDE18', 'INCLUDE21')",4,tensor(0.9990),,,0.9152827918170878,,,0.7777777777777778,,,0.9777777777777777,,
1605,"('INCLUDE18_tree', 'INCLUDE21_tree')",4,tensor(0.9996),,,0.9493546951490878,,,0.8571428571428572,,,0.9761904761904763,,
1606,"('INCLUDE21', 'INCLUDE18')",4,tensor(0.9990),,,0.9152827918170878,,,0.7777777777777778,,,0.9777777777777777,,
1607,"('INCLUDE21_tree', 'INCLUDE18_tree')",4,tensor(0.9996),,,0.9493546951490878,,,0.8571428571428572,,,0.9761904761904763,,
1608,"('INCLUDE23', 'INCLUDE26')",4,tensor(0.9995),,,0.9152827918170878,,,0.8888888888888888,,,0.9851851851851852,,
1609,"('INCLUDE23_tree', 'INCLUDE26_tree')",4,tensor(0.9998),,,0.9493546951490878,,,0.9285714285714286,,,0.9795918367346939,,
1610,"('INCLUDE26', 'INCLUDE34')",4,tensor(0.9988),,,0.8015200868621064,,,0.7777777777777778,,,0.9555555555555555,,
1611,"('INCLUDE26_tree', 'INCLUDE34_tree')",4,tensor(0.9997),,,0.885383980181668,,,0.8571428571428572,,,0.9523809523809523,,
1612,"('INCLUDE34', 'INCLUDE35')",4,tensor(0.9999),,,0.9152827918170878,,,0.8888888888888888,,,0.9851851851851852,,
1613,"('INCLUDE34_tree', 'INCLUDE35_tree')",4,tensor(1.0000),,,0.9493546951490878,,,0.9285714285714286,,,0.9795918367346939,,
1614,"('INDICATOR', 'CONTROL')",0,tensor(0.9990),"('INDICATOR', 'outputSet')",tensor(0.9991),-0.029040404040404033,"('action', 'CONTROL')",0.14903846153846156,0.11111111111111116,"('alt62', 'CONTROL')",0.1428571428571429,0.5873015873015873,"('action', 'CONTROL')",0.6428571428571429
1615,"('INT69', 'INT70')",2,tensor(0.9995),,,0.5330841121495327,"('INT69', 'IDENT9')",0.6697996918335901,0.6,,,0.8133333333333334,"('INT69', 'IDENT9')",0.8400000000000001
1616,"('INT69_tree', 'INT70_tree')",4,tensor(0.9995),,,0.8062365591397851,,,0.8,,,0.9066666666666667,,
1617,"('INT70', 'INT78')",4,tensor(0.9994),,,0.826236559139785,,,0.8,,,0.92,,
1618,"('INT70_tree', 'INT78_tree')",4,tensor(0.9992),,,0.9252071005917161,,,0.9,,,0.96,,
1619,"('INT78', 'INT80')",4,tensor(0.9988),,,0.8062365591397851,,,0.6,,,0.9066666666666667,,
1620,"('INT78_tree', 'INT80_tree')",4,tensor(0.9997),,,0.9152071005917161,,,0.8,,,0.9533333333333333,,
1621,"('INT80', 'INT81')",4,tensor(0.9992),,,0.826236559139785,,,0.8,,,0.92,,
1622,"('INT80', 'INT82')",4,tensor(0.9996),,,0.826236559139785,,,0.8,,,0.92,,
1623,"('INT80_tree', 'INT81_tree')",4,tensor(0.9995),,,0.9252071005917161,,,0.9,,,0.96,,
1624,"('INT80_tree', 'INT82_tree')",3,tensor(0.9995),"('TO39_tree', 'INT82_tree')",tensor(0.9997),0.9252071005917161,,,0.9,,,0.96,,
1625,"('INT81', 'INT82')",4,tensor(0.9993),,,0.826236559139785,,,0.8,,,0.92,,
1626,"('INT81_tree', 'INT82_tree')",4,tensor(0.9999),,,0.9252071005917161,,,0.9,,,0.96,,
1627,"('INT82', 'INT85')",4,tensor(0.9993),,,0.826236559139785,,,0.8,,,0.92,,
1628,"('INT82', 'INT92')",4,tensor(0.9997),,,0.8062365591397851,,,0.8,,,0.9066666666666667,,
1629,"('INT82_tree', 'INT85_tree')",4,tensor(0.9999),,,0.9252071005917161,,,0.9,,,0.96,,
1630,"('INT82_tree', 'INT92_tree')",4,tensor(0.9996),,,0.9152071005917161,,,0.9,,,0.9533333333333333,,
1631,"('INT85', 'INT86')",4,tensor(0.9994),,,0.826236559139785,,,0.8,,,0.92,,
1632,"('INT85_tree', 'INT86_tree')",4,tensor(0.9998),,,0.9252071005917161,,,0.9,,,0.96,,
1633,"('INT86', 'INT88')",4,tensor(0.9992),,,0.826236559139785,,,0.8,,,0.92,,
1634,"('INT86_tree', 'INT88_tree')",4,tensor(0.9998),,,0.9252071005917161,,,0.9,,,0.96,,
1635,"('INT88', 'INT80')",4,tensor(0.9993),,,0.826236559139785,,,0.8,,,0.92,,
1636,"('INT88_tree', 'INT80_tree')",4,tensor(0.9997),,,0.9252071005917161,,,0.9,,,0.96,,
1637,"('INT92', 'INT84')",4,tensor(0.9996),,,0.5330841121495327,,,0.6,,,0.8133333333333334,,
1638,"('INT92_tree', 'INT84_tree')",4,tensor(0.9997),,,0.8062365591397851,,,0.8,,,0.9066666666666667,,
1639,"('INTEGER2', 'NATURAL3')",0,tensor(0.9986),"('alt37', 'NATURAL3')",tensor(0.9986),-0.038907284768211925,"('alt37', 'NATURAL3')",0.18681318681318682,0.125,"('LA104_0', 'NATURAL3')",0.125,0.5833333333333334,"('INTEGER2', '_list29')",0.6011904761904762
1640,"('INTEGER2_tree', 'NATURAL3_tree')",0,tensor(0.9992),"('STRING84_tree', 'NATURAL3_tree')",tensor(0.9995),0.44104709795086366,"('CARAT65_tree', 'NATURAL3_tree')",0.48662576687116565,0.46153846153846156,"('CARAT65_tree', 'NATURAL3_tree')",0.5384615384615384,0.7435897435897436,"('CARAT65_tree', 'NATURAL3_tree')",0.777065527065527
1641,"('INTO73', 'INTO75')",4,tensor(0.9996),,,0.8615384615384616,,,0.8333333333333334,,,0.9444444444444444,,
1642,"('INTO73_tree', 'INTO75_tree')",4,tensor(0.9995),,,0.9331088664421997,,,0.9090909090909091,,,0.9669421487603306,,
1643,"('INTO75', 'INTO76')",4,tensor(0.9995),,,0.8615384615384616,,,0.8333333333333334,,,0.9444444444444444,,
1644,"('INTO75_tree', 'INTO76_tree')",4,tensor(0.9996),,,0.9331088664421997,,,0.9090909090909091,,,0.9669421487603306,,
1645,"('INTO76', 'INTO84')",4,tensor(0.9992),,,0.6648648648648647,,,0.6666666666666667,,,0.8666666666666666,,
1646,"('INTO76_tree', 'INTO84_tree')",4,tensor(0.9993),,,0.8457623640467885,,,0.8181818181818181,,,0.9228650137741048,,
1647,"('INTO81', 'INTO82')",4,tensor(0.9997),,,0.8615384615384616,,,0.8333333333333334,,,0.9444444444444444,,
1648,"('INTO81_tree', 'INTO82_tree')",4,tensor(0.9998),,,0.9331088664421997,,,0.9090909090909091,,,0.9669421487603306,,
1649,"('INTO82', 'INTO81')",4,tensor(0.9997),,,0.8615384615384616,,,0.8333333333333334,,,0.9444444444444444,,
1650,"('INTO82', 'INTO84')",4,tensor(0.9995),,,0.8615384615384616,,,0.8333333333333334,,,0.9444444444444444,,
1651,"('INTO82_tree', 'INTO81_tree')",4,tensor(0.9998),,,0.9331088664421997,,,0.9090909090909091,,,0.9669421487603306,,
1652,"('INTO82_tree', 'INTO84_tree')",4,tensor(0.9996),,,0.9331088664421997,,,0.9090909090909091,,,0.9669421487603306,,
1653,"('INTO84', 'INTO82')",4,tensor(0.9995),,,0.8615384615384616,,,0.8333333333333334,,,0.9444444444444444,,
1654,"('INTO84_tree', 'INTO82_tree')",4,tensor(0.9996),,,0.9331088664421997,,,0.9090909090909091,,,0.9669421487603306,,
1655,"('INTO98', 'INTO100')",3,tensor(0.9970),"('LA60_0', 'INTO100')",tensor(0.9977),0.6006914433880727,,,0.5714285714285714,,,0.8476190476190476,,
1656,"('INTO98_tree', 'INTO100_tree')",4,tensor(0.9996),,,0.8093242535358827,,,0.75,,,0.9040404040404041,,
1657,"('IS105', 'IS106')",4,tensor(0.9999),,,0.826236559139785,,,0.8,,,0.92,,
1658,"('IS105_tree', 'IS106_tree')",4,tensor(1.0000),,,0.9252071005917161,,,0.9,,,0.96,,
1659,"('Identifier214', 'Identifier212')",4,tensor(0.9998),,,0.9448694931639277,,,0.9230769230769231,,,0.9960552268244576,,
1660,"('Identifier214_tree', 'Identifier212_tree')",4,tensor(0.9999),,,0.9618682021753039,,,0.9444444444444444,,,0.9876543209876543,,
1661,"('Identifier27', 'DOT27')",1,tensor(0.9993),"('Identifier27', 'ASIG42')",tensor(0.9993),0.32133450395083407,,,0.33333333333333337,"('alt24', 'DOT27')",0.4,0.5222222222222223,"('alt24', 'DOT27')",0.6
1662,"('Identifier27_tree', 'DOT27_tree')",3,tensor(0.9996),,,0.6085271317829457,,,0.5294117647058824,,,0.6616557734204793,"('DATE_TOKEN81', 'DOT27_tree')",0.7373677248677248
1663,"('InstanceMocks', 'instances')",3,tensor(0.9986),"('alphaL', 'instances')",tensor(0.9987),0.890909090909091,,,0.6923076923076923,,,0.960552268244576,,
1664,"('IntersecHostNum', 'intersecHostNum')",3,tensor(0.9990),"('IntersecHostNum', 'IF37_tree')",tensor(0.9993),1.0,,,1.0,,,1.0,,
1665,"('IntersecRacks', 'intersecRacks')",4,tensor(0.9997),,,1.0,,,1.0,,,1.0,,
1666,"('InvoiceItems', 'invoiceItems')",4,tensor(0.9997),,,1.0,,,1.0,,,1.0,,
1667,"('JBossNewsJP', 'ryunosukey')",0,tensor(0.9982),"('NOT70_tree', 'ryunosukey')",tensor(0.9982),-0.24060150375939848,"('argsRef', 'ryunosukey')",-0.06874557051736352,0.09090909090909094,"('argsRef', 'ryunosukey')",0.19999999999999996,0.5045454545454545,"('argsRef', 'ryunosukey')",0.5761904761904763
1668,"('JNew', 'Jnew')",4,tensor(0.9995),,,1.0,,,1.0,,,1.0,,
1669,"('JOld', 'Jold')",4,tensor(0.9995),,,1.0,,,1.0,,,1.0,,
1670,"('JSON_END146', 'JSON_END153')",1,tensor(0.9998),,,0.8457623640467885,"('JSON_END194', 'JSON_END153')",0.8457623640467885,0.8181818181818181,"('JSON_END194', 'JSON_END153')",0.8181818181818181,0.977961432506887,"('JSON_END194', 'JSON_END153')",0.977961432506887
1671,"('JSON_END146_tree', 'JSON_END153_tree')",4,tensor(0.9997),,,0.9024774774774775,,,0.875,,,0.9635416666666666,,
1672,"('JSON_END153', 'JSON_END159')",4,tensor(0.9998),,,0.9331088664421997,,,0.9090909090909091,,,0.9944903581267218,,
1673,"('JSON_END153_tree', 'JSON_END159_tree')",4,tensor(0.9994),,,0.9564759036144579,,,0.9375,,,0.984375,,
1674,"('JSON_END159', 'JSON_END194')",4,tensor(0.9998),,,0.9331088664421997,,,0.8181818181818181,,,0.9889807162534435,,
1675,"('JSON_END159_tree', 'JSON_END194_tree')",4,tensor(0.9998),,,0.9564759036144579,,,0.875,,,0.9817708333333334,,
1676,"('JSON_END194', 'JSON_END204')",4,tensor(0.9997),,,0.8457623640467885,,,0.8181818181818181,,,0.9669421487603306,,
1677,"('JSON_END194_tree', 'JSON_END204_tree')",4,tensor(0.9997),,,0.9024774774774775,,,0.875,,,0.9583333333333333,,
1678,"('JSON_END204', 'JSON_END113')",4,tensor(0.9996),,,0.742024013722127,,,0.7272727272727273,,,0.9504132231404959,,
1679,"('JSON_END204_tree', 'JSON_END113_tree')",4,tensor(0.9997),,,0.8397292993630574,,,0.8125,,,0.9375,,
1680,"('JSON_END24', 'JSON_END146')",4,tensor(0.9992),,,0.8885125184094256,,,0.8181818181818181,,,0.9743801652892562,,
1681,"('JSON_END24_tree', 'JSON_END146_tree')",4,tensor(0.9996),,,0.9295592462472053,,,0.875,,,0.9680555555555557,,
1682,"('JSON_START144', 'JSON_START151')",4,tensor(0.9999),,,0.8745248118382447,,,0.8461538461538461,,,0.9842209072978304,,
1683,"('JSON_START144_tree', 'JSON_START151_tree')",4,tensor(0.9998),,,0.9152827918170878,,,0.8888888888888888,,,0.9711934156378601,,
1684,"('JSON_START151', 'JSON_START157')",4,tensor(0.9997),,,0.9448694931639277,,,0.9230769230769231,,,0.9960552268244576,,
1685,"('JSON_START151_tree', 'JSON_START157_tree')",4,tensor(0.9997),,,0.9618682021753039,,,0.9444444444444444,,,0.9876543209876543,,
1686,"('JSON_START157', 'JSON_START192')",4,tensor(0.9998),,,0.8745248118382447,,,0.8461538461538461,,,0.9842209072978304,,
1687,"('JSON_START157_tree', 'JSON_START192_tree')",4,tensor(0.9997),,,0.9152827918170878,,,0.8888888888888888,,,0.9711934156378601,,
1688,"('JSON_START192', 'JSON_START202')",4,tensor(0.9995),,,0.8745248118382447,,,0.8461538461538461,,,0.9763313609467456,,
