,corr_pair,corr_metrics,ISUB StringMatchersim,ISUB StringMatcherfake_pair,ISUB StringMatcherfake_sim,Levenshtein Similaritysim,Levenshtein Similarityfake_pair,Levenshtein Similarityfake_sim,JaroWinklersim,JaroWinklerfake_pair,JaroWinklerfake_sim
196,"('AS39_tree', 'AS41_tree')",3,0.7570756424176619,,,0.7378917378917379,,,0.8814814814814814,,
197,"('AS41', 'AS42')",3,0.7443548387096774,,,0.7317073170731707,,,0.8833333333333334,,
198,"('AS41_tree', 'AS42_tree')",3,0.9041716807059766,,,0.8672086720867208,,,0.9481481481481482,,
199,"('AS42', 'AS49')",3,0.7443548387096774,,,0.625,,,0.8833333333333334,,
200,"('AS42_tree', 'AS49_tree')",3,0.9041716807059766,,,0.7407407407407407,,,0.9481481481481482,,
201,"('AS47', 'AS49')",3,0.7443548387096774,,,0.7180851063829787,,,0.8833333333333334,,
202,"('AS47_tree', 'AS49_tree')",3,0.9041716807059766,,,0.851063829787234,,,0.9481481481481482,,
203,"('AS49', 'AS47')",3,0.7443548387096774,,,0.7180851063829787,,,0.8833333333333334,,
204,"('AS49_tree', 'AS47_tree')",3,0.9041716807059766,,,0.851063829787234,,,0.9481481481481482,,
205,"('AS64', 'AS66')",3,0.7443548387096774,,,0.7265625,,,0.8833333333333334,,
206,"('AS64_tree', 'AS66_tree')",3,0.9041716807059766,,,0.861111111111111,,,0.9481481481481482,,
207,"('AS66', 'AS68')",3,0.7443548387096774,,,0.7272727272727273,,,0.8833333333333334,,
208,"('AS66_tree', 'AS68_tree')",3,0.9041716807059766,,,0.8619528619528619,,,0.9481481481481482,,
209,"('AS68', 'AS69')",3,0.7443548387096774,,,0.7389705882352942,,,0.8833333333333334,,
210,"('AS68_tree', 'AS69_tree')",3,0.9041716807059766,,,0.8758169934640523,,,0.9481481481481482,,
211,"('AS69', 'AS77')",3,0.3222222222222222,,,0.4420289855072464,,,0.6666666666666666,,
212,"('AS69_tree', 'AS77_tree')",3,0.7570756424176619,,,0.6876006441223833,,,0.8814814814814814,,
213,"('AS74', 'AS76')",1,0.7443548387096774,"('AS74', 'AS74_tree')",0.7692307692307693,0.7297297297297298,,,0.8833333333333334,"('AS74', 'AS74_tree')",0.888888888888889
214,"('AS74_tree', 'AS76_tree')",3,0.9041716807059766,,,0.8648648648648649,,,0.9481481481481482,,
215,"('AS75', 'AS74')",3,0.7443548387096774,,,0.7398648648648649,,,0.8833333333333334,,
216,"('AS75_tree', 'AS74_tree')",3,0.9041716807059766,,,0.8768768768768769,,,0.9481481481481482,,
217,"('AS77', 'AS75')",3,0.7443548387096774,,,0.73,,,0.8833333333333334,,
218,"('AS77_tree', 'AS75_tree')",3,0.9041716807059766,,,0.8651851851851852,,,0.9481481481481482,,
219,"('ASIG35', 'ASIG42')",3,0.6648648648648647,,,0.5333333333333334,,,0.8666666666666666,,
220,"('ASIG35_tree', 'ASIG42_tree')",3,0.8457623640467885,,,0.6545454545454545,,,0.9228650137741048,,
221,"('ASIG42', 'ASIG45')",3,0.8615384615384616,,,0.7738095238095238,,,0.9444444444444444,,
222,"('ASIG42_tree', 'ASIG45_tree')",3,0.9331088664421997,,,0.8441558441558441,,,0.9669421487603306,,
223,"('ASIG45', 'ASIG53')",3,0.8615384615384616,,,0.5481481481481482,,,0.9333333333333333,,
224,"('ASIG45_tree', 'ASIG53_tree')",3,0.9331088664421997,,,0.6727272727272726,,,0.9614325068870524,,
225,"('ASIG53', 'ASIG54')",3,0.8615384615384616,,,0.8176100628930818,,,0.9444444444444444,,
226,"('ASIG53_tree', 'ASIG54_tree')",3,0.9331088664421997,,,0.8919382504288165,,,0.9669421487603306,,
227,"('ASIG54', 'ASIG10')",2,0.6648648648648647,,,-2.266666666666667,"('DOT126', 'ASIG10')",-0.0,0.8666666666666666,,
228,"('ASIG54_tree', 'ASIG10_tree')",2,0.8457623640467885,,,-2.7818181818181817,"('EQ26', 'ASIG10_tree')",-0.0,0.9228650137741048,,
229,"('ASSIGN13', 'ASSIGN14')",3,0.9024774774774775,,,0.8076923076923077,,,0.975,,
230,"('ASSIGN13_tree', 'ASSIGN14_tree')",3,0.9448694931639277,,,0.8520710059171599,,,0.9763313609467456,,
231,"('ASTBlockStatements', 'astBlockStatements')",3,1.0,,,1.0,,,1.0,,
232,"('ASTERISK103', 'ASTERISK104')",3,0.9331088664421997,,,0.9002647837599294,,,0.9944903581267218,,
233,"('ASTERISK103_tree', 'ASTERISK104_tree')",3,0.9564759036144579,,,0.9283980582524272,,,0.984375,,
234,"('ASTERISK104', 'ASTERISK103')",3,0.9331088664421997,,,0.9002647837599294,,,0.9944903581267218,,
235,"('ASTERISK104', 'ASTERISK108')",3,0.9331088664421997,,,0.8741258741258742,,,0.9944903581267218,,
236,"('ASTERISK104_tree', 'ASTERISK103_tree')",3,0.9564759036144579,,,0.9283980582524272,,,0.984375,,
237,"('ASTERISK104_tree', 'ASTERISK108_tree')",0,0.9564759036144579,"('ASTERISK104_tree', 'ASTERISK103_tree')",0.9564759036144579,0.9014423076923077,"('ASTERISK104_tree', 'ASTERISK103_tree')",0.9283980582524272,0.984375,"('ASTERISK104_tree', 'ASTERISK103_tree')",0.984375
238,"('ASTERISK106', 'ASTERISK104')",3,0.9331088664421997,,,0.8916083916083916,,,0.9944903581267218,,
239,"('ASTERISK106_tree', 'ASTERISK104_tree')",3,0.9564759036144579,,,0.9194711538461539,,,0.984375,,
240,"('ASTERISK78', 'ASTERISK85')",3,0.9252071005917161,,,0.7282051282051283,,,0.9866666666666667,,
241,"('ASTERISK78_tree', 'ASTERISK85_tree')",3,0.9531787175989086,,,0.7888888888888889,,,0.9792592592592593,,
242,"('ASTERISK85', 'ASTERISK87')",3,0.9252071005917161,,,0.8788235294117647,,,0.9933333333333333,,
243,"('ASTERISK85_tree', 'ASTERISK87_tree')",3,0.9531787175989086,,,0.9113725490196078,,,0.9822222222222222,,
244,"('ASTERISK87', 'ASTERISK98')",3,0.9252071005917161,,,0.6988505747126438,,,0.9866666666666667,,
245,"('ASTERISK87_tree', 'ASTERISK98_tree')",3,0.9531787175989086,,,0.7570881226053641,,,0.9792592592592593,,
246,"('ASTERISK98', 'ASTERISK106')",3,0.7860528097494922,,,0.6679035250463822,,,0.9570247933884297,,
247,"('ASTERISK98_tree', 'ASTERISK106_tree')",3,0.868423022228875,,,0.7461734693877551,,,0.9465277777777779,,
248,"('AUTHNSTATEMENT', 'ATTRIBSTATEMT')",3,0.5663101604278075,,,0.5714285714285714,,,0.6672771672771672,,
249,"('AUTHOR_SEARCH49', 'AUTHOR_SEARCH45')",3,0.9531787175989086,,,0.8503703703703703,,,0.997037037037037,,
250,"('AUTHOR_SEARCH49_tree', 'AUTHOR_SEARCH45_tree')",3,0.9660876369327074,,,0.8655555555555555,,,0.99,,
251,"('AnalysisMethodPanel_ParametersPanelLayout', 'AnalysisMethodPanel_AMParametersPanelLayout')",3,0.9857142857142857,,,0.9534883720930233,,,0.9612666921693553,,
252,"('Args', 'args')",3,1.0,,,1.0,,,1.0,,
253,"('BARGRAPH_OFF', 'BAR_GRAPH_OFF')",3,0.972,,,0.9230769230769231,,,0.9161735700197239,,
254,"('BASE_FEED_URI', 'baseFeedUri')",3,0.95,,,0.8461538461538461,,,0.9644970414201184,,
255,"('BATTERY', 'CONTROL')",0,-0.24171187462326704,"('COLLECTION_CALL74', 'CONTROL')",-0.08526863084922004,0.1428571428571429,"('COLLECTION_CALL74', 'CONTROL')",0.2941176470588235,0.5238095238095238,"('COLLECTION_CALL74', 'CONTROL')",0.6811391223155928
256,"('BETWEEN45', 'BETWEEN47')",3,0.9152827918170878,,,0.8493827160493828,,,0.9851851851851852,,
257,"('BETWEEN45_tree', 'BETWEEN47_tree')",3,0.9493546951490878,,,0.8873015873015874,,,0.9795918367346939,,
258,"('BETWEEN47', 'BETWEEN49')",3,0.9152827918170878,,,0.851063829787234,,,0.9851851851851852,,
259,"('BETWEEN47_tree', 'BETWEEN49_tree')",3,0.9493546951490878,,,0.8890577507598785,,,0.9795918367346939,,
260,"('BETWEEN49', 'BETWEEN50')",3,0.8015200868621064,,,0.7619047619047619,,,0.9555555555555555,,
261,"('BETWEEN49_tree', 'BETWEEN50_tree')",0,0.885383980181668,"('BETWEEN49_tree', 'BETWEEN47_tree')",0.9493546951490878,0.8396501457725948,"('BETWEEN49_tree', 'BETWEEN47_tree')",0.8890577507598785,0.9523809523809523,"('BETWEEN49_tree', 'BETWEEN47_tree')",0.9795918367346939
262,"('BETWEEN50', 'BETWEEN58')",3,0.9152827918170878,,,0.7466666666666666,,,0.9851851851851852,,
263,"('BETWEEN50_tree', 'BETWEEN58_tree')",2,0.9493546951490878,"('BETWEEN50_tree', 'BETWEEN65_tree')",0.9493546951490878,0.78,,,0.9795918367346939,,
264,"('BETWEEN52', 'BETWEEN54')",3,0.9152827918170878,,,0.8547008547008547,,,0.9851851851851852,,
265,"('BETWEEN52_tree', 'BETWEEN54_tree')",3,0.9493546951490878,,,0.8928571428571429,,,0.9795918367346939,,
266,"('BETWEEN54', 'BETWEEN56')",3,0.9152827918170878,,,0.8559670781893004,,,0.9851851851851852,,
267,"('BETWEEN54_tree', 'BETWEEN56_tree')",3,0.9493546951490878,,,0.8941798941798943,,,0.9795918367346939,,
268,"('BETWEEN55', 'BETWEEN57')",3,0.9152827918170878,,,0.8565656565656565,,,0.9851851851851852,,
269,"('BETWEEN55_tree', 'BETWEEN57_tree')",3,0.9493546951490878,,,0.8948051948051948,,,0.9795918367346939,,
270,"('BETWEEN56', 'BETWEEN55')",3,0.9152827918170878,,,0.8727272727272727,,,0.9851851851851852,,
271,"('BETWEEN56', 'BETWEEN57')",3,0.9152827918170878,,,0.8730158730158729,,,0.9851851851851852,,
272,"('BETWEEN56_tree', 'BETWEEN55_tree')",1,0.9493546951490878,"('BETWEEN54_tree', 'BETWEEN55_tree')",0.9493546951490878,0.9116883116883117,,,0.9795918367346939,"('BETWEEN54_tree', 'BETWEEN55_tree')",0.9795918367346939
273,"('BETWEEN56_tree', 'BETWEEN57_tree')",3,0.9493546951490878,,,0.9119897959183674,,,0.9795918367346939,,
274,"('BETWEEN57', 'BETWEEN65')",3,0.9152827918170878,,,0.6686159844054581,,,0.9777777777777777,,
275,"('BETWEEN57_tree', 'BETWEEN65_tree')",1,0.9493546951490878,"('BETWEEN52_tree', 'BETWEEN65_tree')",0.9493546951490878,0.736842105263158,,,0.9761904761904763,"('BETWEEN52_tree', 'BETWEEN65_tree')",0.9761904761904763
276,"('BETWEEN58', 'BETWEEN56')",3,0.9152827918170878,,,0.8571428571428571,,,0.9851851851851852,,
277,"('BETWEEN58_tree', 'BETWEEN56_tree')",3,0.9493546951490878,,,0.8954081632653061,,,0.9795918367346939,,
278,"('BETWEEN62', 'BETWEEN64')",3,0.9152827918170878,,,0.8602150537634409,,,0.9851851851851852,,
279,"('BETWEEN62_tree', 'BETWEEN64_tree')",3,0.9493546951490878,,,0.8986175115207374,,,0.9795918367346939,,
280,"('BETWEEN63', 'BETWEEN62')",3,0.9152827918170878,,,0.8745519713261648,,,0.9851851851851852,,
281,"('BETWEEN63_tree', 'BETWEEN62_tree')",3,0.9493546951490878,,,0.913594470046083,,,0.9795918367346939,,
282,"('BETWEEN65', 'BETWEEN63')",3,0.9152827918170878,,,0.8606701940035273,,,0.9851851851851852,,
283,"('BETWEEN65_tree', 'BETWEEN63_tree')",3,0.9493546951490878,,,0.899092970521542,,,0.9795918367346939,,
284,"('BITWISEOR182', 'BITWISEOR180')",3,0.9395397489539749,,,0.9064814814814814,,,0.9953703703703703,,
285,"('BITWISEOR182_tree', 'BITWISEOR180_tree')",3,0.9593468255469391,,,0.930718954248366,,,0.986159169550173,,
286,"('BITWISEXOR198', 'BITWISEXOR196')",3,0.9448694931639277,,,0.9136577708006279,,,0.9960552268244576,,
287,"('BITWISEXOR198_tree', 'BITWISEXOR196_tree')",3,0.9618682021753039,,,0.9348072562358276,,,0.9876543209876543,,
288,"('BLOCK17', 'BLOCK20')",3,0.7260073260073261,,,0.5882352941176471,,,0.9047619047619049,,
289,"('BLOCK17_tree', 'BLOCK20_tree')",3,0.8615384615384616,,,0.6862745098039216,,,0.9351851851851852,,
290,"('BLOCK20', 'BLOCK27')",3,0.885383980181668,,,0.5571428571428572,,,0.9619047619047619,,
291,"('BLOCK20_tree', 'BLOCK27_tree')",3,0.9395397489539749,,,0.5958333333333333,,,0.9722222222222221,,
292,"('BLOCK40', 'BLOCK41')",3,0.885383980181668,,,0.8357142857142857,,,0.9619047619047619,,
293,"('BLOCK40_tree', 'BLOCK41_tree')",3,0.9395397489539749,,,0.8937499999999999,,,0.9722222222222221,,
294,"('BLOCK41', 'BLOCK42')",2,0.885383980181668,"('BLOCK52', 'BLOCK42')",0.885383980181668,0.8362369337979094,,,0.9619047619047619,,
295,"('BLOCK41_tree', 'BLOCK42_tree')",3,0.9395397489539749,,,0.8943089430894309,,,0.9722222222222221,,
296,"('BLOCK42', 'BLOCK44')",3,0.885383980181668,,,0.8163265306122449,,,0.9619047619047619,,
297,"('BLOCK42_tree', 'BLOCK44_tree')",1,0.9395397489539749,"('BLOCK40_tree', 'BLOCK44_tree')",0.9395397489539749,0.8730158730158729,,,0.9722222222222221,"('BLOCK40_tree', 'BLOCK44_tree')",0.9722222222222221
298,"('BLOCK44', 'BLOCK45')",3,0.885383980181668,,,0.8376623376623378,,,0.9619047619047619,,
299,"('BLOCK44_tree', 'BLOCK45_tree')",3,0.9395397489539749,,,0.8958333333333334,,,0.9722222222222221,,
300,"('BLOCK45', 'BLOCK48')",3,0.885383980181668,,,0.8,,,0.9619047619047619,,
301,"('BLOCK45_tree', 'BLOCK48_tree')",3,0.9395397489539749,,,0.8555555555555555,,,0.9722222222222221,,
302,"('BLOCK48', 'BLOCK50')",3,0.7260073260073261,,,0.6845238095238095,,,0.9047619047619049,,
303,"('BLOCK48_tree', 'BLOCK50_tree')",3,0.8615384615384616,,,0.7986111111111112,,,0.9351851851851852,,
304,"('BLOCK50', 'BLOCK52')",3,0.885383980181668,,,0.8228571428571428,,,0.9619047619047619,,
305,"('BLOCK50_tree', 'BLOCK52_tree')",3,0.9395397489539749,,,0.8799999999999999,,,0.9722222222222221,,
306,"('BLOCK52', 'BLOCK62')",3,0.885383980181668,,,0.6923076923076924,,,0.9523809523809523,,
307,"('BLOCK52_tree', 'BLOCK62_tree')",1,0.9395397489539749,"('BLOCK52_tree', 'BLOCK42_tree')",0.9395397489539749,0.7403846153846154,,,0.9675925925925926,"('BLOCK52_tree', 'BLOCK42_tree')",0.9675925925925926
308,"('BLOCK62', 'BLOCK54')",1,0.7260073260073261,"('BLOCK41', 'BLOCK54')",0.885383980181668,0.6084656084656085,,,0.9047619047619049,"('BLOCK41', 'BLOCK54')",0.9523809523809523
309,"('BLOCK62_tree', 'BLOCK54_tree')",3,0.8615384615384616,,,0.7098765432098766,,,0.9351851851851852,,
310,"('BOBFolder', 'directory')",0,-0.3949062412538483,"('DOUBLE91_tree', 'directory')",-0.1836459836459836,0.0,"('DOUBLE91_tree', 'directory')",0.23076923076923073,0.48148148148148145,"('DOUBLE91_tree', 'directory')",0.58005698005698
311,"('BOOL39', 'BOOL49')",3,0.8615384615384616,,,0.6196581196581197,,,0.9333333333333333,,
312,"('BOOL39_tree', 'BOOL49_tree')",3,0.9331088664421997,,,0.675990675990676,,,0.9614325068870524,,
313,"('BOOL49', 'BOOL41')",3,0.8615384615384616,,,0.6707317073170732,,,0.9444444444444444,,
314,"('BOOL49_tree', 'BOOL41_tree')",3,0.9331088664421997,,,0.7317073170731707,,,0.9669421487603306,,
315,"('BOOL73', 'BOOL74')",3,0.8615384615384616,,,0.821917808219178,,,0.9444444444444444,,
316,"('BOOL73_tree', 'BOOL74_tree')",3,0.9331088664421997,,,0.896637608966376,,,0.9669421487603306,,
317,"('BOOL74', 'BOOL80')",1,0.6648648648648647,"('BOOL99', 'BOOL80')",0.6648648648648647,0.6126126126126127,,,0.8666666666666666,"('BOOL99', 'BOOL80')",0.8666666666666666
318,"('BOOL74_tree', 'BOOL80_tree')",3,0.8457623640467885,,,0.7518427518427517,,,0.9228650137741048,,
319,"('BOOL80', 'BOOL81')",3,0.8615384615384616,,,0.8229166666666667,,,0.9444444444444444,,
320,"('BOOL80_tree', 'BOOL81_tree')",2,0.9331088664421997,"('BOOL80_tree', 'BOOL90_tree')",0.9331088664421997,0.8977272727272727,,,0.9669421487603306,,
321,"('BOOL81', 'BOOL89')",2,0.8615384615384616,"('BOOL99', 'BOOL89')",0.8615384615384616,0.7510288065843622,,,0.9444444444444444,,
322,"('BOOL81_tree', 'BOOL89_tree')",3,0.9331088664421997,,,0.8193041526374859,,,0.9669421487603306,,
323,"('BOOL89', 'BOOL91')",3,0.8615384615384616,,,0.651685393258427,,,0.9333333333333333,,
324,"('BOOL89_tree', 'BOOL91_tree')",3,0.9331088664421997,,,0.7997957099080694,,,0.9614325068870524,,
325,"('BOOL90', 'BOOL89')",0,0.8615384615384616,"('BOOL99', 'BOOL89')",0.8615384615384616,0.6591760299625469,"('BOOL99', 'BOOL89')",0.7397003745318352,0.9333333333333333,"('BOOL99', 'BOOL89')",0.9333333333333333
326,"('BOOL90_tree', 'BOOL89_tree')",3,0.9331088664421997,,,0.8089887640449437,,,0.9614325068870524,,
327,"('BOOL91', 'BOOL92')",3,0.8615384615384616,,,0.8241758241758242,,,0.9444444444444444,,
328,"('BOOL91_tree', 'BOOL92_tree')",3,0.9331088664421997,,,0.8991008991008991,,,0.9669421487603306,,
329,"('BOOL92', 'BOOL93')",3,0.8615384615384616,,,0.8242753623188406,,,0.9444444444444444,,
330,"('BOOL92_tree', 'BOOL93_tree')",3,0.9331088664421997,,,0.8992094861660078,,,0.9669421487603306,,
331,"('BOOL93', 'BOOL96')",3,0.8615384615384616,,,0.8064516129032259,,,0.9444444444444444,,
332,"('BOOL93_tree', 'BOOL96_tree')",1,0.9331088664421997,"('BOOL91_tree', 'BOOL96_tree')",0.9331088664421997,0.8797653958944281,,,0.9669421487603306,"('BOOL91_tree', 'BOOL96_tree')",0.9669421487603306
333,"('BOOL96', 'BOOL97')",1,0.8615384615384616,"('BOOL96', 'BOOL93')",0.8615384615384616,0.8246527777777778,,,0.9444444444444444,"('BOOL96', 'BOOL93')",0.9444444444444444
334,"('BOOL96_tree', 'BOOL97_tree')",2,0.9331088664421997,"('BOOL96_tree', 'BOOL89_tree')",0.9331088664421997,0.8996212121212122,,,0.9669421487603306,,
335,"('BOOL97', 'BOOL99')",1,0.8615384615384616,"('BOOL90', 'BOOL99')",0.8615384615384616,0.8161512027491409,,,0.9444444444444444,"('BOOL90', 'BOOL99')",0.9444444444444444
336,"('BOOL97_tree', 'BOOL99_tree')",1,0.9331088664421997,"('BOOL92_tree', 'BOOL99_tree')",0.9331088664421997,0.8903467666354263,,,0.9669421487603306,"('BOOL92_tree', 'BOOL99_tree')",0.9669421487603306
337,"('BOOL99', 'BOOL90')",3,0.8615384615384616,,,0.75,,,0.9444444444444444,,
338,"('BOOL99_tree', 'BOOL90_tree')",3,0.9331088664421997,,,0.8181818181818181,,,0.9669421487603306,,
339,"('BY18', 'BY20')",3,0.3222222222222222,,,0.4444444444444444,,,0.6666666666666666,,
340,"('BY18_tree', 'BY20_tree')",3,0.7570756424176619,,,0.691358024691358,,,0.8814814814814814,,
341,"('BY20', 'BY22')",3,0.7443548387096774,,,0.675,,,0.8833333333333334,,
342,"('BY20_tree', 'BY22_tree')",3,0.9041716807059766,,,0.7999999999999999,,,0.9481481481481482,,
343,"('BY22', 'BY23')",3,0.7443548387096774,,,0.7159090909090909,,,0.8833333333333334,,
344,"('BY22_tree', 'BY23_tree')",3,0.9041716807059766,,,0.8484848484848485,,,0.9481481481481482,,
345,"('BY23', 'BY30')",3,0.7193548387096774,,,0.34782608695652173,,,0.8666666666666667,,
346,"('BY23_tree', 'BY30_tree')",3,0.8930605695948656,,,0.5410628019323671,,,0.9407407407407408,,
347,"('BY24', 'BY26')",3,0.7443548387096774,,,0.6875,,,0.8833333333333334,,
348,"('BY24_tree', 'BY26_tree')",3,0.9041716807059766,,,0.8148148148148148,,,0.9481481481481482,,
349,"('BY26', 'BY28')",1,0.7443548387096774,"('BY28_tree', 'BY28')",0.7692307692307693,0.6923076923076923,,,0.8833333333333334,"('BY28_tree', 'BY28')",0.888888888888889
350,"('BY26_tree', 'BY28_tree')",3,0.9041716807059766,,,0.8205128205128205,,,0.9481481481481482,,
351,"('BY28', 'BY29')",3,0.7443548387096774,,,0.7232142857142857,,,0.8833333333333334,,
352,"('BY28', 'BY30')",1,0.3222222222222222,"('BY18', 'BY30')",0.3222222222222222,0.4642857142857143,,,0.6666666666666666,"('BY18', 'BY30')",0.6666666666666666
353,"('BY28_tree', 'BY29_tree')",3,0.9041716807059766,,,0.8571428571428571,,,0.9481481481481482,,
354,"('BY28_tree', 'BY30_tree')",3,0.7570756424176619,,,0.7222222222222222,,,0.8814814814814814,,
355,"('BY29', 'BY36')",3,0.3222222222222222,,,0.3793103448275862,,,0.6666666666666666,,
356,"('BY29_tree', 'BY36_tree')",3,0.7570756424176619,,,0.5900383141762452,,,0.8814814814814814,,
357,"('BY30', 'BY28')",3,0.3222222222222222,,,0.4642857142857143,,,0.6666666666666666,,
358,"('BY30_tree', 'BY28_tree')",1,0.7570756424176619,"('BY30_tree', 'BY23_tree')",0.8930605695948656,0.7222222222222222,,,0.8814814814814814,"('BY30_tree', 'BY23_tree')",0.9407407407407408
359,"('BY34', 'BY36')",3,0.7443548387096774,,,0.7058823529411764,,,0.8833333333333334,,
360,"('BY34_tree', 'BY36_tree')",3,0.9041716807059766,,,0.8366013071895424,,,0.9481481481481482,,
361,"('BY36', 'BY34')",3,0.7443548387096774,,,0.7058823529411764,,,0.8833333333333334,,
362,"('BY36_tree', 'BY34_tree')",3,0.9041716807059766,,,0.8366013071895424,,,0.9481481481481482,,
363,"('BiomeFolder', 'biomeFolder')",3,1.0,,,1.0,,,1.0,,
364,"('Blue', 'Blue_end')",3,0.8,,,0.5,,,0.9,,
365,"('BollingerBandsLowerBand', 'bollingerBandsLowerBand')",3,1.0,,,1.0,,,1.0,,
366,"('BollingerBandsUpperBand', 'bollingerBandsUpperBand')",3,1.0,,,1.0,,,1.0,,
367,"('ButtonDescription', 'buttonDescription')",3,1.0,,,1.0,,,1.0,,
368,"('CALLS_PER_MIN', 'DELAY')",0,-0.6319229446164432,"('ARRAY_END178_tree', 'DELAY')",-0.35775016350555916,0.07692307692307687,"('ARRAY_END178_tree', 'DELAY')",0.11764705882352944,0.3512820512820513,"('ARRAY_END178_tree', 'DELAY')",0.48104575163398694
369,"('CARAT59', 'CARAT60')",3,0.7260073260073261,,,0.7021791767554479,,,0.9047619047619049,,
370,"('CARAT59_tree', 'CARAT60_tree')",3,0.8615384615384616,,,0.8192090395480227,,,0.9351851851851852,,
371,"('CARAT60', 'CARAT63')",3,0.885383980181668,,,0.8142857142857143,,,0.9619047619047619,,
372,"('CARAT60_tree', 'CARAT63_tree')",3,0.9395397489539749,,,0.8708333333333332,,,0.9722222222222221,,
373,"('CARAT63', 'CARAT60')",3,0.885383980181668,,,0.8142857142857143,,,0.9619047619047619,,
374,"('CARAT63', 'CARAT64')",3,0.885383980181668,,,0.8435374149659866,,,0.9619047619047619,,
375,"('CARAT63_tree', 'CARAT60_tree')",3,0.9395397489539749,,,0.8708333333333332,,,0.9722222222222221,,
376,"('CARAT63_tree', 'CARAT64_tree')",3,0.9395397489539749,,,0.9021164021164021,,,0.9722222222222221,,
377,"('CARAT64', 'CARAT65')",3,0.885383980181668,,,0.8437500000000001,,,0.9619047619047619,,
378,"('CARAT64', 'CARAT67')",3,0.885383980181668,,,0.8169642857142858,,,0.9619047619047619,,
379,"('CARAT64_tree', 'CARAT65_tree')",3,0.9395397489539749,,,0.90234375,,,0.9722222222222221,,
380,"('CARAT64_tree', 'CARAT67_tree')",1,0.9395397489539749,"('CARAT63_tree', 'CARAT67_tree')",0.9395397489539749,0.8736979166666666,,,0.9722222222222221,"('CARAT63_tree', 'CARAT67_tree')",0.9722222222222221
381,"('CARAT65', 'CARAT66')",3,0.885383980181668,,,0.8439560439560441,,,0.9619047619047619,,
382,"('CARAT65_tree', 'CARAT66_tree')",3,0.9395397489539749,,,0.9025641025641026,,,0.9722222222222221,,
383,"('CARAT66', 'CARAT75')",3,0.7260073260073261,,,0.6168831168831169,,,0.9047619047619049,,
384,"('CARAT66_tree', 'CARAT75_tree')",3,0.8615384615384616,,,0.7196969696969697,,,0.9351851851851852,,
385,"('CARAT67', 'CARAT64')",2,0.885383980181668,"('CARAT67', 'CARAT78')",0.885383980181668,0.8169642857142858,,,0.9619047619047619,,
386,"('CARAT67', 'CARAT68')",3,0.885383980181668,,,0.8443496801705758,,,0.9619047619047619,,
387,"('CARAT67_tree', 'CARAT64_tree')",3,0.9395397489539749,,,0.8736979166666666,,,0.9722222222222221,,
388,"('CARAT67_tree', 'CARAT68_tree')",3,0.9395397489539749,,,0.9029850746268656,,,0.9722222222222221,,
389,"('CARAT68', 'CARAT69')",3,0.885383980181668,,,0.8445378151260505,,,0.9619047619047619,,
390,"('CARAT68_tree', 'CARAT69_tree')",3,0.9395397489539749,,,0.9031862745098039,,,0.9722222222222221,,
391,"('CARAT69', 'CARAT70')",3,0.7260073260073261,,,0.7039337474120083,,,0.9047619047619049,,
392,"('CARAT69_tree', 'CARAT70_tree')",3,0.8615384615384616,,,0.8212560386473431,,,0.9351851851851852,,
393,"('CARAT70', 'CARAT78')",3,0.885383980181668,,,0.7591836734693878,,,0.9619047619047619,,
394,"('CARAT70_tree', 'CARAT78_tree')",3,0.9395397489539749,,,0.8119047619047618,,,0.9722222222222221,,
395,"('CARAT75', 'CARAT73')",3,0.885383980181668,,,0.8336594911937378,,,0.9619047619047619,,
396,"('CARAT75', 'CARAT77')",3,0.885383980181668,,,0.8342857142857144,,,0.9619047619047619,,
397,"('CARAT75_tree', 'CARAT73_tree')",3,0.9395397489539749,,,0.891552511415525,,,0.9722222222222221,,
398,"('CARAT75_tree', 'CARAT77_tree')",3,0.9395397489539749,,,0.8922222222222222,,,0.9722222222222221,,
399,"('CARAT77', 'CARAT76')",3,0.885383980181668,,,0.8458646616541353,,,0.9619047619047619,,
400,"('CARAT77_tree', 'CARAT76_tree')",3,0.9395397489539749,,,0.9046052631578947,,,0.9722222222222221,,
401,"('CARAT78', 'CARAT79')",3,0.885383980181668,,,0.8461538461538463,,,0.9619047619047619,,
402,"('CARAT78_tree', 'CARAT79_tree')",3,0.9395397489539749,,,0.9049145299145299,,,0.9722222222222221,,
403,"('CLOCK', 'CONTROL')",0,-0.04910179640718562,"('COLON136', 'CONTROL')",0.13832061068702295,0.1428571428571429,"('COMMA84', 'CONTROL')",0.2857142857142857,0.5619047619047619,"('COLON136', 'CONTROL')",0.6071428571428571
404,"('CLOSE_PAREN52', 'CLOSE_PAREN54')",3,0.9448694931639277,,,0.8875739644970415,,,0.9960552268244576,,
405,"('CLOSE_PAREN52_tree', 'CLOSE_PAREN54_tree')",3,0.9618682021753039,,,0.9081196581196581,,,0.9876543209876543,,
406,"('CLOSE_PAREN59', 'CLOSE_PAREN61')",3,0.8745248118382447,,,0.817470664928292,,,0.9842209072978304,,
407,"('CLOSE_PAREN59_tree', 'CLOSE_PAREN61_tree')",3,0.9152827918170878,,,0.8587570621468926,,,0.9711934156378601,,
408,"('CLOSE_PAREN67', 'CLOSE_PAREN69')",3,0.9448694931639277,,,0.8955223880597015,,,0.9960552268244576,,
409,"('CLOSE_PAREN67_tree', 'CLOSE_PAREN69_tree')",3,0.9618682021753039,,,0.9162520729684909,,,0.9876543209876543,,
