	OldName	NewName	Dice	Qgram	count
9999	FeatureEngineeringPredictiveModelBuilder	FeatureEngineeringClassifierBuilder	True	False	1
10016	FederationChannel	Channel	True	False	1
10028	FeedWriter	UpdateFilter	False	True	1
10070	FieldAndReturnTypeAnnotations	InjectionAnnotations	True	False	1
10117	File	PersonalityFile	True	False	1
10126	FileBuilder	File	True	False	1
10189	FileNameEscaper	XssCharacterEscaper	True	False	1
10192	FileObjectNode	FileNode	True	False	1
10203	FileOutputTikz	FileSinkTikz	False	True	1
10226	FileSprayWorkunitFolderTreeItem	FileSprayWorkunitFolderItemView	False	True	1
10252	FileUploadCollection	FileCollection	True	False	1
10253	FileUploadTest	FileTest	True	False	1
10258	FileUtil	FileDownloadUtil	True	False	1
10264	FilenameService	FilesystemService	False	True	1
10277	Filter	XLogFilter	True	False	1
10280	FilterAnd	QueryExprAnd	False	True	1
10311	FilterPipe	ComparisonFilterPipe	True	False	1
10318	FilterSet	DeprFilterSet	True	False	1
10331	FilteredEdgeSequence	FilteredEdgeIterator	False	True	1
10334	FilteredXMLTest	XmlTest	True	False	1
10360	FindThem	FindElements	True	False	1
10364	FingeringComponent	HoleGroupSpacingComponent	True	False	1
10382	FitEllipseAlgebraicLeastSquares_F64	FitEllipseAlgebraic_F64	True	False	1
10385	FitParabolaA_F32	FitConicA_F32	True	False	1
10386	FitParabolaA_F64	FitConicA_F64	True	False	1
10400	FixedMetaField	FixedField	True	False	1
10402	FixedPointCrossoverEndEvent	EndEvent	True	False	1
10412	FlagSimpleTest	FlagsTest	True	False	1
10449	FliesTask	ZanataTask	True	False	1
10472	FloatingIp	NovaFloatingIp	True	False	1
10483	FlowGraph	ControlFlowGraph	True	False	1
10495	FlowerGen	PlantGen	False	True	1
10507	FluentJUnit5	FluentJUnitJupiter	True	False	1
10514	FluentRequest	Request	True	False	1
10601	ForLoopsMustUseBracesTest	CloneRulesTest	False	True	1
10618	ForeachPipe	ClosureSideEffectPipe	True	False	1
10620	ForeignBlock	ForeignElement	False	True	1
10625	ForestConfigBuilder	TreeConfig	True	False	1
10652	Format	FormatType	True	False	1
10682	FreeEed	FreeEedMain	True	False	1
10718	FtpConfig	AvalonFtpConfig	True	False	1
10737	FtpResponse	FtpReply	False	True	1
10760	FullEdgeIterator	NeighborNodeIterator	True	False	1
10772	FullscreenManagementActionsBean	CollaborationActions	True	False	1
10785	FunctionReturn	Return	True	False	1
10802	FutureStompTest	FutureApiTest	True	False	1
10950	GenerateData	MovingAverageGenerateData	True	False	1
10955	GenerateData	UrlResolutionGenerateData	True	False	1
10973	Generator	RecordIDGenerator	True	False	1
10974	Generator	SupportGenerator	True	False	1
11003	GenericLiteral	GenericConfigurationLiteral	True	False	1
11012	GenericReaction	Reaction	True	False	1
11013	GenericReactionTest	ReactionParticipantTest	False	True	1
11025	GenericTypeReflector	Generics	True	False	1
11039	GeoMethodsAsync	PlacesGeoResourcesAsync	False	True	1
11069	GetActionsResponse	GetAttributesResponse	True	False	1
11080	GetAssignableUsers	GetUsers	True	False	1
11081	GetAssignableUsersResponse	GetUsersResponse	True	False	1
11086	GetCapsOutputter	GetCapsFormatter	True	False	1
11104	GetFlaggedActivitiesForOrganization	GetFlaggedActivities	True	False	1
11126	GetMethodTest	GetMethodWithArrayParamSupportTest	True	False	1
11127	GetMethodWithArrayParamSupportTest	GetMethodTest	True	False	1
11136	GetOrgCoordinatorIds	GetOrganizationCoordinatorIdsByOrganizationIdDbMapper	True	False	1
11137	GetOrgCoordinatorIdsTest	GetOrganizationCoordinatorIdsByOrganizationIdDbMapperTest	True	False	1
11153	GetSeverities	GetLdapServerDomains	False	True	1
11163	GetStream	Get	False	True	1
11169	GetSuggestedStreamsExecution	GetStreamDiscoverListsDTOExecution	False	True	1
11170	GetSuggestedStreamsExecutionTest	GetStreamDiscoverListsDTOExecutionTest	True	False	1
11181	GetUnseenActivityCountByCompositeStreamExecutionTest	GetActivityCountTest	True	False	1
11186	GetUsersForGroup	GroupPermissionDataObj	False	True	1
11239	GlanceImage	GoogleComputeImage	True	False	1
11248	GlobalContinueDelegate	GContinueDel	True	False	1
11268	GlobalModelChecker	GMChecker	True	False	1
11269	GlobalNode	GNode	True	False	1
11278	GlobalProtocolDefinition	GProtocolDef	True	False	1
11285	GlobalSelf	GlobalSelfInspection	True	False	1
11360	Graph	GraphManager	True	False	1
11361	Graph	LayerGraph	True	False	1
11378	GraphElementsListener	ElementSink	True	False	1
11418	GrapherModule	PrivateTestModule	False	True	1
11421	Graphics2DListener	G2DGLEventListener	False	True	1
11438	GreenhouseOAuthConsumerTokenServices	JdbcOAuthConsumerTokenServices	True	False	1
11467	GridCapsTest	GCGridTest	True	False	1
11469	GridDiagnosticMethod	GridMethod	True	False	1
11470	GridFSHelper	MongoDBHelper	False	True	1
11471	GridLayerPluginTest	LineGridStrategyTest	False	True	1
11480	GroovyColReformatter	GroovyColumnSupport	False	True	1
11482	GroovyCommandManagerImpl	GroovyCompiler	True	False	1
11494	GroundPredicateConstraint	GroundDomainRangeConstraint	True	False	1
11515	GroupChainTest	GroupOrderTest	False	True	1
11516	GroupCommand	GroupCreate	False	True	1
11536	GroupOrderTest	ValidationOrderTest	False	True	1
11542	GroupTest	GeometryTest	False	True	1
11560	GrowInitialisation	Grow	True	False	1
11567	GuardException	CommandInterceptionException	True	False	1
11690	HamaMaster	BSPMaster	True	False	1
11699	HandleBuilder	HandleBuilderAndExtension	True	False	1
11734	Handler_OutputLinksKeyword_12_0	BusinessProcedure_OutputLinksKeyword_10_0	True	False	1
11735	Handler_ProceduresAssignment_11_2	BusinessProcedure_InputLinksAssignment_9_2	True	False	1
11749	HarmonicaTest	AccordionTest	False	True	1
11779	HashMapAggStorage	AggregationStorage	False	True	1
11796	Hazelcast3Wrapper	Hazelcast3Service	False	True	1
11857	HeaderPatternTest	ValuePatternTest	False	True	1
11859	Headers	HeaderPairs	True	False	1
11888	HeatmapFigure	Heatmap	True	False	1
11917	HelpMethodsTest	HelpResoursesTest	False	True	1
11919	HelpState	AboutState	False	True	1
11922	Helper	DefaultOpenHelper	True	False	1
11946	HerokuCommandMapResponse	HerokuCommandJsonMapResponse	True	False	1
11955	HerokuView	HerokuApplicationManager	True	False	1
11959	Heuristic	GeomHeuristic	True	False	1
12058	Holder	IonMapperHolder	True	False	1
12059	Holder	MethodHolder	True	False	1
12077	HomePageController	HomePageFactory	False	True	1
12098	HostSessionItestBase	OverthereConnectionItestBase	True	False	1
12104	HotRodContinuousQueryListener	Listener	True	False	1
12113	Html	HtmlBaseio	True	False	1
12143	HttpCacheUpdateCallback	HttpCacheCASOperation	False	True	1
12179	HttpInputHandler	HttpEventCollectorHandler	True	False	1
12184	HttpInput_JavaLoggingTest	HttpEventCollector_JavaLoggingTest	False	True	1
12220	HttpServer	HttpShortS	False	True	1
12226	HttpServletRequestAdaptor	HttpServletRequestBuilder	False	True	1
12259	HyperObject	TradeObject	False	True	1
12276	I0	I0Test	False	True	1
12277	I1	I1Test	False	True	1
12279	I18N	ArgsI18N1	True	False	1
12304	IBidiComplexExpressionTypes	ISTextTypes	True	False	1
12315	ICMSConsImpl	ICMSSobreConsumoImpl	True	False	1
12320	ICalendarAgendaDeleteTest	AgendaDeleteTest	True	False	1
12323	ICalendarAgendaRenderTest	AgendaRenderAppointmentsTest	False	True	1
12329	ICalendarCopyTest	ComponentCopyTest	False	True	1
12338	ICalendarProperty	ComponentProperty	False	True	1
12370	ICommandEntry	IChatRoomMessageHandlerEntry	True	False	1
12602	IRegionProvider	IRegionContainer	False	True	1
12753	IdHandlingTest	JacksonAnnotationsHandlingTest	True	False	1
12762	IdeNotification	IdeNotifications	True	False	1
12769	Idea	IdeImpl	True	False	1
12786	Identifiable_ChapterParserRuleCall_0	Identifiable_AnchorParserRuleCall_1	False	True	1
12788	Identifiable_Section4ParserRuleCall_4	AbstractSection_Section4ParserRuleCall_4	True	False	1
12855	IgnoreIntegrationTest	IgnoreITCase	True	False	1
12869	Image	NovaImage	True	False	1
12925	ImageTagTest	ImageTagTemplateTest	True	False	1
12946	ImmutableDoubleValueImpl	DoubleValueImpl	True	False	1
12950	ImmutableField	ImmutableFieldRule	True	False	1
12985	ImplBlockBuilder_m1_m2_m25_m9_m10	ImplBlockBuilder_m22	True	False	1
13004	ImplChooser	LogicProvider	False	True	1
13005	ImplDescriptorBuilder	ImplDescriptorBuilder_m1_m2_m3_m9_m10	False	True	1
13095	ImplEmailBuilder_setBody_setSender	ImplEmailBuilder_body_sender	True	False	1
13096	ImplEmailBuilder_setBody_setSender_setSubject	ImplEmailBuilder_body_sender_subject	True	False	1
13097	ImplEmailBuilder_setBody_setSubject	ImplEmailBuilder_body_subject	True	False	1
13106	ImplMethodBuilder_m11_m12_m13_m14_m15_m16_m17_m18_m19	ImplMethodBuilder_m6_m8_m9_m10_m11_m12_m13_m14_m15	False	True	1
13113	ImplMethodBuilder_m11_m12_m13_m14_m15_m16_m17_m18_m19_m21_m22	ImplMethodBuilder_m6_m8_m9_m10_m11_m12_m13_m14_m15_m17_m18	False	True	1
13128	ImplMethodBuilder_m12_m13_m14_m15_m16_m17_m18_m19_m20_m22_m23	ImplMethodBuilder_m12_m13_m14_m15_m16_m17_m18_m19_m20_m21_m22	False	True	1
13200	InMemoryFileInputStreamTest	GridInputStreamTest	False	True	1
13202	InMemoryFileOutputStreamTest	GridOutputStreamTest	False	True	1
13282	IndexService	ElasticsearchSearchService	True	False	1
13290	IndexWithoutRestartTest	IndexTest	True	False	1
13299	IndicatorAllTestHaiti	IndicatorAllTest	True	False	1
13379	InitialSelector	TypeSelector	False	True	1
13395	InjectionIntoWebServiceEndPointTest	WebServiceResourceTest	True	False	1
13421	Inner_Abstract1	Abs1	True	False	1
13430	Input15Extensions	InputCauseParameterInExceptionCheck	True	False	1
13448	InputBase	SourceBase	False	True	1
13510	InputNonUtilityClass	InputHideUtilityClassConstructorCheck5	True	False	1
13578	InputUnnecessaryParentheses	InputUnnecessaryParenthesesExtendedCheck	True	False	1
13611	InscricaoEstatudalDeRondoniaValidatorTest	IERondoniaValidatorTest	True	False	1
13613	InscricaoEstatudalDeRoraimaValidatorTest	IERoraimaValidatorTest	True	False	1
13614	InscricaoEstatudalDeSantaCatarinaValidator	IESantaCatarinaValidator	True	False	1
13615	InscricaoEstatudalDeSantaCatarinaValidatorTest	IESantaCatarinaValidatorTest	True	False	1
13621	InscricaoEstatudalDeSaoPauloParaProdutorRuralValidatorTest	IESaoPauloProdutorRuralValidatorTest	True	False	1
13623	InscricaoEstatudalDeSaoPauloValidator	InscricaoEstatudalDeSaoPauloParaComercioEIndustriaValidator	True	False	1
13624	InscricaoEstatudalDeSaoPauloValidatorTest	IESaoPauloValidatorTest	True	False	1
13625	InscricaoEstatudalDeSaoPauloValidatorTest	InscricaoEstatudalDeSaoPauloParaComercioEIndustriaValidatorTest	True	False	1
13637	InstallWizard	MavenDiscoveryInstallWizard	True	False	1
13650	InstanceProtoData	InstanceData	True	False	1
13669	InstructionsArithmeticTest	ArithmeticTest	True	False	1
13671	InstructionsControlTest	ControlTest	True	False	1
13677	InstructorAuthenticationFilter	SystemUserAuthenticationFilter	False	True	1
13715	IntLongConversion	PrimitiveToPrimitiveConversion	True	False	1
13780	InterceptionProxy	CommandInterceptionProxy	True	False	1
13784	InterceptorDisabledForValidateExecutableNoneTest	EnableGetterValidationPerDefaultTest	False	True	1
13810	InternalEncodingFailedMessage	EncodingFailedEvent	True	False	1
13836	InternalServiceRemovedFromServerMessage	ObservableWebserviceDeregistrationEvent	False	True	1
13844	InterpolatedPropertyTimeProvider	UpdateableTimeProvider	True	False	1
13845	InterpolationIterator	Interpolation	True	False	1
13847	Interpolator	InterpolatorAlgorithm	True	False	1
13881	InvTweaksInventory	InvTweaksContainer	False	True	1
13915	InvenioImportBackup	InvenioDoctor	False	True	1
13942	InvestigationResource	ProjectResource	True	False	1
13952	InvoiceResult	InvoiceCollection	False	True	1
13953	InvokeCallableValve	DoPerformRunnableValve	False	True	1
13962	IoParametersPropertiesComposite	IoParametersDetailComposite	True	False	1
13997	IsComparableToTest	OrderingComparisonsTest	True	False	1
14000	IsDisplayed	IsVisible	False	True	1
14026	IspnContinuousQueryListener	Listener	True	False	1
14040	Issue67Test	Issue67ReTest	True	False	1
14059	Item	SCItem	True	False	1
14061	Item	TreeMapItem	True	False	1
14102	ItemTag	ItemTagTemplate	True	False	1
14104	ItemTree	InvTweaksItemTree	True	False	1
14147	IteratorListItemIterator	SVDBIndexItemItIterator	False	True	1
14149	IteratorUtil	DesignerIteratorUtil	True	False	1
14154	ItestHost	CloudHost	False	True	1
14170	JAXBAccessorDeclaration	Accessor	True	False	1
14189	JAXRSRepositoryServiceTestCase2	JAXRSRepositoryServiceCGLibClientTestCase	False	True	1
14234	JDBCBibleTest	JDBCBookTest	False	True	1
14295	JOGLPrimitiveBufferRenderer	JOGLRenderer	True	False	1
14304	JPEGImageUtilTestCase	JpegCodecTestCase	True	False	1
14406	JUnitAssertionsShouldIncludeMessage	JUnitAssertionsShouldIncludeMessageRule	True	False	1
14407	JUnitAssertionsShouldIncludeMessageRule	JUnitAssertionsShouldIncludeMessage	True	False	1
14411	JUnitAsyncHelperTest	AsyncTestBaseTest	True	False	1
14451	JacksonConfig	JacksonMapper	False	True	1
14452	JacksonConfig	MappingConfig	False	True	1
14464	JacksonJsonConverterTest	JsonTranscoderTest	True	False	1
14466	JacksonMapperTest	MappingConfigBuilderTest	False	True	1
14475	JacksonProvider	JacksonJsonProvider	True	False	1
14524	Java8Step	ExampleStep	False	True	1
14525	JavaActions	StructuresAction	True	False	1
14577	JavaUtilsTest	JavaTypeAndPackageInvestigatorTest	True	False	1
14616	JcToLombokTest	JcTreeConverterType1Test	True	False	1
14643	JdkSlicer	SonarPublisherJdkSlicer	True	False	1
14679	JepilogAboutBox	VisicutAboutBox	False	True	1
14687	JerseyTest	JettyLauncherTestBase	True	False	1
14692	JettyHarnessBuilder	AtomHopperJettyServerBuilder	True	False	1
14800	JsccTask	JoocTask	False	True	1
14828	JsonMapper	JsonMapperService	True	False	1
14832	JsonMappingBinder	Json	True	False	1
14841	JsonObjMetaInfo	SerializerMetaInfo	True	False	1
14859	JsonReader	JsonContext	False	True	1
14860	JsonReaderTest	JsonContextTest	False	True	1
14938	KPBuilder	KnowledgePathHelper	True	False	1
14990	KenyaEmrCalculation	BaseKenyaEmrCalculation	True	False	1
15025	Key	HudsonKey	True	False	1
15042	KeyPair	NovaKeyPair	True	False	1
15063	KeyStoreSSLProtocolSocketFactory	KeyStoreSSLContext	True	False	1
15078	Keyspace	KeyspaceService	True	False	1
15088	KeystoneAuthenticationException	PlatformlayerAuthenticationException	False	True	1
15090	KeystoneClient	Keystone	True	False	1
15102	KeystoneServiceEndpoint	Endpoint	True	False	1
15106	KeystoneUser	User	True	False	1
15126	KilkariMessageCampaignService	MessageCampaignService	True	False	1
15155	KnowledgeDataManager	DemoJNIKnowledgeDataManager	True	False	1
15160	KnowledgeManagerTest	KnowledgeManagerImplTest	True	False	1
15161	KnowledgeManagerTriggerListenerImpl	LocalKMTriggerListenerImpl	True	False	1
15183	LCK02J	LCK02JBugPattern	True	False	1
15209	LOUDSPPTrieWithConcatTailBuilderTest	TailLOUDSPPTrieWithConcatTailBuilderTest	True	False	1
15226	LUTByte	ByteLookupTable	True	False	1
15233	LZFDecompressor	ChunkDecoder	False	True	1
15277	LanguageAndAltRepBaseBase	LanguageAndAltRepTextProperty	False	True	1
15280	LanguageFactory	Languages	True	False	1
15285	LargeDataTest	DataPerformanceTest	False	True	1
15313	Launcher	LocalLauncher	False	True	1
15425	LengthConstraintTest	LengthValidatorTest	False	True	1
15470	Licence	License	False	True	1
15480	LifecycleBridgePhaseBaseImpl	LifecycleImpl	True	False	1
15512	LineAreaChart07	AreaLineChart03	False	True	1
15534	LineReader	SpoolFileReader	False	True	1
15554	LinearGauge	AbstractLinearGauge	True	False	1
15560	LinearHingeLossWrapper	HingeLossTerm	True	False	1
15591	LinkList	Links	True	False	1
15596	LinkTile	StatefulStockQuoteTile	False	True	1
15621	LinkedIn2AttributesDefinition	LinkedIn2ProfileDefinition	False	True	1
15625	LinkedInJackson	LinkedInServiceJackson	True	False	1
15628	LinkedInProfile	Profile	True	False	1
15630	LinkedInProfileJaxb	ProfileJaxb	True	False	1
15631	LinkedInProvider	LinkedInClient	False	True	1
15632	LinkedInScribe	LinkedInJaxb	False	True	1
15649	LispObject	LispNumber	False	True	1
15656	ListBoxField	SelectField	False	True	1
15677	ListItem	PersistentListItem	True	False	1
15684	ListMethodsTest	ListResourcesTest	False	True	1
15703	ListProvider	PersistentListProvider	True	False	1
15708	ListService	PersistentListService	True	False	1
15720	ListUsersOnTenant	ListUsers	True	False	1
15722	Listener	AreaListener	True	False	1
15723	Listener	CPDListener	True	False	1
15726	Listener	PacketListener	True	False	1
15730	Listeners	PacketListeners	False	True	1
15767	LoadPatternContained0100Impl	LoadPatternEReferenceContained0100Impl	True	False	1
15768	LoadPatternContained0101Impl	LoadPatternEReferenceContained0101Impl	True	False	1
15769	LoadPatternContained1001Impl	LoadPatternEReferenceContained1001Impl	True	False	1
15777	LoadTests	BasicLoadTests	True	False	1
15778	LoaderHelper	ServiceHelper	False	True	1
15780	LoaderTest	ResourceLoaderTest	True	False	1
15809	LocalDoDelegate	LDoDel	True	False	1
15840	LocalKind	Local	True	False	1
15848	LocalNode	LNode	True	False	1
15865	LocalProtocolDefinition	LProtocolDef	True	False	1
15882	LocalSystemTest	DataInterfaceTest	False	True	1
15887	LocalTrendsMethods	TrendsResources	True	False	1
15905	Locals	LocalsMonitor	True	False	1
15906	LocalsImpl	DefaultLocalsMonitor	True	False	1
15919	LocationInfoTest	HiveOutputInfoTest	False	True	1
15956	Log4j2Test	HttpInput_Log4j2Test	True	False	1
15959	LogCheckerPool	StressorRecordPool	True	False	1
15981	LoggedEvent	Event	True	False	1
15990	LoggerContextRemoteView	LoggerContextVO	True	False	1
15994	LoggerImpl	StdLogger	False	True	1
15998	LoggerJulString	LoggerJulWithImport	False	True	1
16002	LoggerTest	TurboFilteringInLoggerTest	True	False	1
16023	LogicalAddress	LogicalAddress1_4	False	True	1
16026	LogicalExprContext	LogicalExpressionContext	True	False	1
16028	LogicalFileContentsTreeItem	LogicalFileContentsItemView	False	True	1
16073	LongMethodRule	ExcessiveMethodLengthRule	True	False	1
16079	LongRangeValuesPojo	LongValuePojo	True	False	1
16104	LoopVar	LoopExpr	True	False	1
16171	LuaStatementListImpl	LuaBlockImpl	True	False	1
16175	LuceneContentSearcherTest	LuceneContentIndexTest	False	True	1
16179	LuceneSearchEngine	LuceneIndex	True	False	1
16184	LwcFeatures	IntegrationLwc	False	True	1
16222	MSECrossValLossFunctionTest	ClassifierMSELossFunctionTest	False	True	1
16252	MacroInput	SpatioTemporalInput	True	False	1
16264	MagicalHandler	PaymentServiceSettingsHandler	True	False	1
16286	Main	OTPMain	True	False	1
16305	MainSingletonContainer	MainThreadContainer	False	True	1
16314	MakeMap	MapMaker	False	True	1
16327	ManagedAttributeNotFoundException	DemoisellePersistenceException	True	False	1
16329	ManagedContext	RequestContextImpl	False	True	1
16354	ManifestGeneratorFilter	DefaultOsgifyContextInflatorFilter	True	False	1
16359	ManualKey	SimpleKey	False	True	1
16367	Map	MapType	True	False	1
16416	MapTailDoubleArrayTest	MapTailDoubleArrayWithConcatTailBuilderTest	True	False	1
16462	MappingBuilderImpl	ExplicitMappingBuilder	True	False	1
16463	MappingBuilderImplTest	ExplicitMappingBuilderTest	True	False	1
16483	MappingContextNodeXdiAttributeClassIterator	MappingContextNodeXdiAttributeCollectionIterator	True	False	1
16507	MappingContextNodeXdiMemberIterator	MappingContextNodeAttributeMemberIterator	True	False	1
16531	MappingRelationArcXriIterator	MappingRelationAddressIterator	False	True	1
16553	Mark	PointMark	True	False	1
16561	MarkVmAsTemplate	ConvertToTemplate	False	True	1
16579	MarketService_DDF	DDF_Client	True	False	1
16595	MasterCommunicator	MasterToWorkers	True	False	1
16596	MasterDetailsPmHandler	MasterPmHandler	True	False	1
16597	MasterDetailsPmTableHandler	PmTableToTableDetailsHandler	True	False	1
16606	MasterServerQueryResponsePacket	M2A_SERVER_BATCH_Paket	True	False	1
16621	MatcherSupport	HamcrestSupport	False	True	1
16675	MatrixDefinitionImpl	MatrixVariableImpl	True	False	1
16684	MatrixReduce	RowCyclicReduce	False	True	1
16686	MatrixRowSorter	MatrixViewRowSorter	True	False	1
16708	MavenProject	Project	True	False	1
16716	Max3Function	Max3	True	False	1
16752	Measure	CreateMeasure	True	False	1
16758	MeasurementPanel	LinearReferencingPointInfoPanel	True	False	1
16786	MeetingItem	AgendaVoteCommitteeItem	True	False	1
16787	MeetingVote	AgendaVoteCommitteeVote	True	False	1
16844	MemoryBasicTest	MemoryGraphTest	False	True	1
16876	MergeCanceller	MergeKiller	False	True	1
16898	Message	UserMessage	False	True	1
16912	MessageCode	MessageCodeNames	True	False	1
16971	MessageQueue	LinkedQueue	False	True	1
16974	MessageReceiver	MultiChannelMessageSubReceiver	True	False	1
16990	MessageSignatureDecl	MessageSigDecl	True	False	1
16999	MessageTrace	MessageTraceHandler	True	False	1
17037	MetaMap	AnnotationMetaMap	True	False	1
17045	MetaTagTest	MetaTagCollectorTest	True	False	1
17047	MetabolicParticipant	MetabolicParticipantImplementation	True	False	1
17049	MetabolicReactionImplementation	MetabolicReactionImpl	True	False	1
17072	MetadataMdsVersion1Convertor	MetadataKernel20FixSchemaLocation	False	True	1
17073	MetadataMdsVersion1ConvertorTest	MetadataKernel20FixSchemaLocationTest	False	True	1
17082	MetadataProviderTransactionalTest	PersistenceExtensionFeatureResolverTransactionalTest	True	False	1
17086	MetadataUtilsTest	PropertiesUtilsTest	False	True	1
17099	MeterMetricTest	MeterTest	True	False	1
17108	Method	SourceMethod	True	False	1
17126	MethodBuilder_m11_m12_m13_m14_m15_m16_m17_m18_m19	MethodBuilder_m6_m8_m9_m10_m11_m12_m13_m14_m15	False	True	1
17133	MethodBuilder_m11_m12_m13_m14_m15_m16_m17_m18_m19_m21_m22	MethodBuilder_m6_m8_m9_m10_m11_m12_m13_m14_m15_m17_m18	False	True	1
17148	MethodBuilder_m12_m13_m14_m15_m16_m17_m18_m19_m20_m22_m23	MethodBuilder_m12_m13_m14_m15_m16_m17_m18_m19_m20_m21_m22	False	True	1
17176	MethodMetaData	ExecutableMetaData	True	False	1
17226	MetricsAccessorPDETest	MetricsAccessorGetAllClassRepresentersPDETest	True	False	1
17227	MetricsCollector	Collector	True	False	1
17238	MetricsRulesTest	DesignRulesTest	False	True	1
17241	MetricsSystem	MetricRegistry	True	False	1
17243	MetricsVisitor	JavaMetricsVisitor	True	False	1
17313	MissingPropertyError	MissingConfigurationError	False	True	1
17316	MissingSemicolonBetweenOperationsCheck	SemicolonCheck	True	False	1
17419	ModCheckCommonValidator	ModCheckBase	True	False	1
17421	Mode	EditMode	True	False	1
17466	ModelInputData	AccelerationModelInputData	True	False	1
17473	ModelInputDataImpl	AccelerationModelInputDataImpl	True	False	1
17503	ModelTable	Table	True	False	1
17526	ModularInputScript	Script	True	False	1
17591	MongoChecksStore	MongoStore	True	False	1
17649	Monitors	SlaveMonitors	True	False	1
17659	MoreThanOneLogger	MoreThanOneLoggerRule	True	False	1
17701	MqttLegacyBlockingClient	MqttClient	False	True	1
17710	MsSqlDriver	MySqlDataSourceArchiveCreator	True	False	1
17755	MultiSessionService	UserSessionRepository	False	True	1
17767	MultibindingsMethodScanner	Scanner	True	False	1
17772	MultigetSliceQuery	ThriftMultigetSliceQuery	True	False	1
17779	Multimer	MultimerImplementation	True	False	1
17798	MultiplicationReduce	Mult1DLayoutReduce	False	True	1
17816	MutableObjectTransition	TransitionImpl	True	False	1
17823	Mutator	Mutation	False	True	1
17859	MyC	MyAdderC	True	False	1
17935	MyTest	SanityTest	True	False	1
17964	NAryEdgeIterator	EdgeIterator	True	False	1
17971	NGrinderBaseController	BaseController	True	False	1
17972	NGrinderBaseControllerTest	BaseControllerTest	True	False	1
17973	NGrinderConstants	Constants	True	False	1
17980	NGrinderUserBean	User	True	False	1
18014	NameDeclList	HeaderParameterDeclList	True	False	1
18019	NameOccurrence	JavaNameOccurrence	True	False	1
18057	NamespaceInfo	SchemaNamespace	True	False	1
18130	Neo4jVertexSequence	Neo4jVertexIterable	False	True	1
18173	NettyServletContext	Context	True	False	1
18183	NetworkCore	NetworksResource	True	False	1
18219	NewFileEvent	AudioFileAddedEvent	True	False	1
18226	NewMessagesSenderJob	RetrySlotMessagesSenderJob	True	False	1
18239	NewSVMethodologyClassWizardBasicsPage	SVTemplateParameterPage	True	False	1
18269	NioServer	NioServerPerfTest	True	False	1
18272	Nissan	ESupportClass	True	False	1
18334	Node	PatriciaTrieNode	True	False	1
18453	NotFunction	Not	True	False	1
18474	NotificationCollection	EventCollection	True	False	1
18475	NotificationDao	NotificationSearchDao	True	False	1
18477	NotificationEvent	ManagementNotificationEvent	True	False	1
18480	NotificationRequestDAOException	NotificationResponseServiceException	False	True	1
18503	NovaSecurityGroup	SecurityGroup	True	False	1
18508	NovaServer	Server	True	False	1
18514	NovaVolume	Volume	True	False	1
18532	NuGetServerPropertiesDescription	NuGetFeedParametersDescription	True	False	1
18551	NullDefinition	NullDef	True	False	1
18578	NumberLiteralBuilder	NumberBuilder	True	False	1
18609	O2SkinSaturationRate	DoseRate	True	False	1
18612	OAuth	OAuthAuthentication	True	False	1
18649	OAuthSessionSettingsImpl	OAuthSessionImpl	True	False	1
18650	OAuthSessionSettingsScribe	OAuthSessionSettingsImpl	False	True	1
18662	OAuthUtil	OAuthConsumerTokenServicesHelper	True	False	1
18664	OBDRequest	OBDSuccessfulCallRequest	True	False	1
18668	OBDRequestPublisherTest	CallDetailsRequestPublisherTest	True	False	1
18771	OPAddNodeViewToNodeContainerCommand	OPCreateNodeViewCommand	True	False	1
18798	OPMConditionLinkFactory	OPMConsumptionEventLinkFactory	True	False	1
18809	OPMEditorPlugin	OPEditorPlugin	True	False	1
18911	OPMProcessInstanceHeapObservable	OPMHeapObservable	True	False	1
18970	OPPElementAddingProcessInstance	OPPPartAddingProcessInstance	False	True	1
19036	Object	SampObject	True	False	1
19100	ObjectOpenHashSet	KTypeOpenHashSet	False	True	1
19138	ObservableRequest	CoapRequestForObservableResource	True	False	1
19152	Observer	ObserverInTime	True	False	1
19241	Open	OpenIQProvider	True	False	1
19301	OperatingOnCellValues	OperatingOnRowsAndColumn	False	True	1
19311	OperationHelper	OperationContext	True	False	1
19363	Option	OptionValue	True	False	1
19379	OptionalArgs	OptionalArgsForTableCellClicking	True	False	1
19403	OrderBookCommandHandlerTest	OrderBookTest	True	False	1
19455	OrganismsQueries	ElasticSearchOrganismsMapper	True	False	1
19458	OrientEdgeIterator	OrientEdgeSequence	False	True	1
19467	OsMojo	RequireOS	True	False	1
19479	OsgifyDependenciesPackager	Repackager	True	False	1
19481	OsgifyModelBuilder	LegacyOsgifyModelBuilder	True	False	1
19501	OtherTree	TreeWithoutTreeNode	True	False	1
19506	OurBiomeRendererState	OurBiomeShaderState	False	True	1
19517	OutgoingCallerIdCreator	ValidationRequestCreator	False	True	1
19529	OutputConverterHandler	RelocatorHandler	True	False	1
19555	OverrideBothEqualsAndHashcode	OverrideBothEqualsAndHashcodeRule	True	False	1
19629	PISQtde	PISPorQuantidade	True	False	1
19646	PLAY	PLAY_USE_IN_RDF_FOR_BACKWARD_COMPATIBILITY	True	False	1
19686	PackageInfo	SourcePackageInfo	True	False	1
19695	PackageReferences	RequiredPackages	False	True	1
19715	PacketUniqueId	PacketEntityInformation	True	False	1
