22	int
65535	int
65557	int
101010256	int
20	int
256	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
30	long
47	int
0	int
25	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
63	int
65535	int
55232	int
56320	int
65535	int
55232	int
56320	int
46	int
-1	int
32768	int
-1	int
32768	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
-1	int
